law,data_seed,family,region,step,absolute_error,mc_se
heavy_tailed,202,gaussian_diag,boundary,0.2,0.18409590528192835,0.0002432160348301577
heavy_tailed,202,gaussian_diag,central,0.05,0.07071675738703635,0.0005822364044611334
heavy_tailed,202,gaussian_diag,central,0.1,0.0713845104231113,0.0005779412089451833
heavy_tailed,202,gaussian_diag,central,0.2,0.07393738943974608,0.0005611560056508999
heavy_tailed,202,gaussian_diag,extrapolated,0.05,0.5861561230514207,0.0008000497514972666
heavy_tailed,202,gaussian_diag,extrapolated,0.1,0.5859363666880641,0.0007997316665833667
heavy_tailed,202,gaussian_diag,extrapolated,0.2,0.5850521705633869,0.0007984391366417333
heavy_tailed,202,gaussian_rank2,boundary,0.05,0.16338942055360323,0.002613100129742167
heavy_tailed,202,gaussian_rank2,boundary,0.1,0.16361815443839858,0.0026106657235415165
heavy_tailed,202,gaussian_rank2,boundary,0.2,0.1645069658367443,0.0026007216783962336
heavy_tailed,202,gaussian_rank2,central,0.05,0.0817351106604108,0.0028248659813888337
heavy_tailed,202,gaussian_rank2,central,0.1,0.08081530380848649,0.0028143521311355837
heavy_tailed,202,gaussian_rank2,central,0.2,0.07724710066872437,0.0027736396767095496
heavy_tailed,202,gaussian_rank2,extrapolated,0.05,0.5594211768050444,0.0013493398486331333
heavy_tailed,202,gaussian_rank2,extrapolated,0.1,0.559224421890583,0.00134958301534925
heavy_tailed,202,gaussian_rank2,extrapolated,0.2,0.5584359005804975,0.0013505604600936834
heavy_tailed,202,gp_rbf,boundary,0.05,0.0690140145012436,0.00012301898800931644
heavy_tailed,202,gp_rbf,boundary,0.1,0.06916325027584024,0.00012760668783914962
heavy_tailed,202,gp_rbf,boundary,0.2,0.06974764832721517,0.00014580296285396667
heavy_tailed,202,gp_rbf,central,0.05,0.03210752357271393,3.1244428552967366e-06
heavy_tailed,202,gp_rbf,central,0.1,0.033110390229405436,3.073197057190306e-06
heavy_tailed,202,gp_rbf,central,0.2,0.03708846392923774,2.8633744732882496e-06
heavy_tailed,202,gp_rbf,extrapolated,0.05,0.9595671599185452,0.0033683046157545
heavy_tailed,202,gp_rbf,extrapolated,0.1,0.9587713316769219,0.0033644150998190666
heavy_tailed,202,gp_rbf,extrapolated,0.2,0.9555965136902337,0.003348696471026
heavy_tailed,202,mdn4,boundary,0.05,0.17098597374015936,0.004136531960317333
heavy_tailed,202,mdn4,boundary,0.1,0.16717541191750565,0.0026783955709042168
heavy_tailed,202,mdn4,boundary,0.2,0.1609734876676904,0.0015864030342955
heavy_tailed,202,mdn4,central,0.05,0.16632079168191807,0.013786776333445917
heavy_tailed,202,mdn4,central,0.1,0.15619573821214697,0.0066251447412077
heavy_tailed,202,mdn4,central,0.2,0.1305936670103135,0.005492446098964067
heavy_tailed,202,mdn4,extrapolated,0.05,0.6297584959085357,0.004735926299216633
heavy_tailed,202,mdn4,extrapolated,0.1,0.6286547253167373,0.0027522993474048667
heavy_tailed,202,mdn4,extrapolated,0.2,0.6287219637362633,0.002204716707716267
heavy_tailed,202,ridge,boundary,0.05,0.2508020836494054,5.878066047877677e-15
heavy_tailed,202,ridge,boundary,0.1,0.25080208364941053,1.8351285053715402e-15
heavy_tailed,202,ridge,boundary,0.2,0.25080208364941275,1.95175973170375e-15
heavy_tailed,202,ridge,central,0.05,0.09977222006374548,3.4551080618564233e-16
heavy_tailed,202,ridge,central,0.1,0.09977222006374557,4.1052769948753407e-16
heavy_tailed,202,ridge,central,0.2,0.0997722200637452,3.853272586984572e-16
heavy_tailed,202,ridge,extrapolated,0.05,0.11457160894106072,1.9392321209795452e-14
heavy_tailed,202,ridge,extrapolated,0.1,0.11457160894106043,8.16015786407035e-15
heavy_tailed,202,ridge,extrapolated,0.2,0.11457160894106073,2.2861726649423234e-15
heavy_tailed,202,student_rank2,boundary,0.05,0.16955974350192823,0.0019093469367595834
heavy_tailed,202,student_rank2,boundary,0.1,0.16979899136398827,0.0019068722426234998
heavy_tailed,202,student_rank2,boundary,0.2,0.1707314981808374,0.0018968141914377998
heavy_tailed,202,student_rank2,central,0.05,0.0741864105091786,0.0037920222809885496
heavy_tailed,202,student_rank2,central,0.1,0.07323921612039742,0.0037786171528072336
heavy_tailed,202,student_rank2,central,0.2,0.06958508751026844,0.0037269992632483497
heavy_tailed,202,student_rank2,extrapolated,0.05,0.5405266661615437,0.002222495281966
heavy_tailed,202,student_rank2,extrapolated,0.1,0.5403217782060931,0.0022224877990267337
heavy_tailed,202,student_rank2,extrapolated,0.2,0.5395032684279523,0.0022225062014927
heavy_tailed,202,transformer_mdn4,boundary,0.05,0.11587512310390935,0.010447905997592167
heavy_tailed,202,transformer_mdn4,boundary,0.1,0.1173313767705124,0.00501915124977985
heavy_tailed,202,transformer_mdn4,boundary,0.2,0.11244782887394161,0.003932598000870067
heavy_tailed,202,transformer_mdn4,central,0.05,0.1367757883234507,0.0079216317357121
heavy_tailed,202,transformer_mdn4,central,0.1,0.13004686962710052,0.0042698158552495
heavy_tailed,202,transformer_mdn4,central,0.2,0.11885298592763614,0.004127984379514433
heavy_tailed,202,transformer_mdn4,extrapolated,0.05,0.5665173943394505,0.005841597664109949
heavy_tailed,202,transformer_mdn4,extrapolated,0.1,0.5673043674674882,0.0027491343297578667
heavy_tailed,202,transformer_mdn4,extrapolated,0.2,0.5663958807235071,0.002221926917097733
heavy_tailed,303,edm,boundary,0.05,0.1740530645669556,0.0005174324380091
heavy_tailed,303,edm,boundary,0.1,0.17406143951166828,0.0005167100700569833
heavy_tailed,303,edm,boundary,0.2,0.17409717979163308,0.00051378557019405
heavy_tailed,303,edm,central,0.05,0.10379853542950222,0.0004156343577742167
heavy_tailed,303,edm,central,0.1,0.10488412000771492,0.00041461557433374995
heavy_tailed,303,edm,central,0.2,0.10913079822035614,0.00041020564769203333
heavy_tailed,303,edm,extrapolated,0.05,0.4736967110798602,0.0003149659896262747
heavy_tailed,303,edm,extrapolated,0.1,0.4735765144237343,0.0003150397783917328
heavy_tailed,303,edm,extrapolated,0.2,0.47309492622754207,0.0003153244660892388
heavy_tailed,303,flow,boundary,0.05,0.17278001502425375,0.0007863408018434167
heavy_tailed,303,flow,boundary,0.1,0.1728045231138209,0.0007847183269724167
heavy_tailed,303,flow,boundary,0.2,0.17289779904737568,0.0007783194369936332
heavy_tailed,303,flow,central,0.05,0.08459133723846969,0.0008077026427982001
heavy_tailed,303,flow,central,0.1,0.08468251225848866,0.0008037297367875833
heavy_tailed,303,flow,central,0.2,0.08504673167113798,0.0007882997874872166
heavy_tailed,303,flow,extrapolated,0.05,0.47063106825344875,0.0007061358981320334
heavy_tailed,303,flow,extrapolated,0.1,0.47048662554333803,0.0007060476572278334
heavy_tailed,303,flow,extrapolated,0.2,0.4699082576932339,0.00070569386084675
heavy_tailed,303,gaussian_diag,boundary,0.05,0.11255658404902456,0.0006075499302574285
heavy_tailed,303,gaussian_diag,boundary,0.1,0.11265140147164321,0.0006071731149969427
heavy_tailed,303,gaussian_diag,boundary,0.2,0.11305298390053566,0.0006056503779305044
heavy_tailed,303,gaussian_diag,central,0.05,0.0647894477920417,0.0004591922097715091
heavy_tailed,303,gaussian_diag,central,0.1,0.0655494882320063,0.0004570047041682718
heavy_tailed,303,gaussian_diag,central,0.2,0.06856688885674965,0.0004481485379864876
heavy_tailed,303,gaussian_diag,extrapolated,0.05,0.5563465524980489,0.0003443015969202753
heavy_tailed,303,gaussian_diag,extrapolated,0.1,0.556227060708222,0.00034434386549847914
heavy_tailed,303,gaussian_diag,extrapolated,0.2,0.5557441534832764,0.00034451687534060735
heavy_tailed,303,gaussian_rank2,boundary,0.05,0.12681170023721058,0.0015161244866289498
heavy_tailed,303,gaussian_rank2,boundary,0.1,0.12702882218545944,0.0015134676345202333
heavy_tailed,303,gaussian_rank2,boundary,0.2,0.12789847224901235,0.0015027579368785831
heavy_tailed,303,gaussian_rank2,central,0.05,0.06965204572103158,0.003077356923052933
heavy_tailed,303,gaussian_rank2,central,0.1,0.06882923132422152,0.0030668921502432166
heavy_tailed,303,gaussian_rank2,central,0.2,0.06560313447406484,0.003026805465167714
heavy_tailed,303,gaussian_rank2,extrapolated,0.05,0.5597548336595123,0.00110813693604065
heavy_tailed,303,gaussian_rank2,extrapolated,0.1,0.5596156788825647,0.0011083711166453333
heavy_tailed,303,gaussian_rank2,extrapolated,0.2,0.5590538998414444,0.0011093468299885167
heavy_tailed,303,gp_rbf,boundary,0.05,0.0585730911558284,8.002455174342827e-05
heavy_tailed,303,gp_rbf,boundary,0.1,0.05930010276590164,8.512298978568127e-05
heavy_tailed,303,gp_rbf,boundary,0.2,0.06218349955291907,0.00010561071327961869
heavy_tailed,303,gp_rbf,central,0.05,0.031279925205734437,2.547450727458581e-06
heavy_tailed,303,gp_rbf,central,0.1,0.0327804411033702,2.5113558339314144e-06
heavy_tailed,303,gp_rbf,central,0.2,0.03874228066926907,2.365929006599508e-06
heavy_tailed,303,gp_rbf,extrapolated,0.05,0.9646355709166098,0.0031965307755631336
heavy_tailed,303,gp_rbf,extrapolated,0.1,0.9639564885583828,0.0031915180102419665
heavy_tailed,303,gp_rbf,extrapolated,0.2,0.961239271882859,0.0031714714615755663
heavy_tailed,303,mdn4,boundary,0.05,0.0680394918488298,0.01339918482911185
heavy_tailed,303,mdn4,boundary,0.1,0.06907788119509199,0.006842956446208017
heavy_tailed,303,mdn4,boundary,0.2,0.07434565118969784,0.0033258450272187
heavy_tailed,303,mdn4,central,0.05,0.04588317482266275,0.008355062029460016
heavy_tailed,303,mdn4,central,0.1,0.0457006189919563,0.005840878349244401
heavy_tailed,303,mdn4,central,0.2,0.045104348065576054,0.0071395107102533335
heavy_tailed,303,mdn4,extrapolated,0.05,0.6269870696375046,0.024212683115436385
heavy_tailed,303,mdn4,extrapolated,0.1,0.6308249656345251,0.012710847193544234
heavy_tailed,303,mdn4,extrapolated,0.2,0.633829649111115,0.006248446532069717
heavy_tailed,303,ridge,boundary,0.05,0.24330110538466196,2.968230628813082e-15
heavy_tailed,303,ridge,boundary,0.1,0.24330110538466154,2.17730637236122e-15
heavy_tailed,303,ridge,boundary,0.2,0.24330110538465988,1.7944130475510284e-15
heavy_tailed,303,ridge,central,0.05,0.1074179108097224,3.7692576668489962e-16
heavy_tailed,303,ridge,central,0.1,0.10741791080972256,2.4855946115814926e-16
heavy_tailed,303,ridge,central,0.2,0.10741791080972245,2.873172516273345e-16
heavy_tailed,303,ridge,extrapolated,0.05,0.1070706306762962,1.1376310212833138e-14
heavy_tailed,303,ridge,extrapolated,0.1,0.10707063067630714,4.021306595804963e-15
heavy_tailed,303,ridge,extrapolated,0.2,0.10707063067630807,3.4495812204595995e-15
heavy_tailed,303,student_rank2,boundary,0.05,0.04273988536007264,0.0017022315998199832
heavy_tailed,303,student_rank2,boundary,0.1,0.043043563432235095,0.0016995259551682
heavy_tailed,303,student_rank2,boundary,0.2,0.044253352655425966,0.0016886471111789833
heavy_tailed,303,student_rank2,central,0.05,0.022016943156817032,0.00295642785592215
heavy_tailed,303,student_rank2,central,0.1,0.021532010799429485,0.0029489706275758498
heavy_tailed,303,student_rank2,central,0.2,0.023333772660077984,0.002920182865625683
heavy_tailed,303,student_rank2,extrapolated,0.05,0.5718799838757233,0.00065558259385465
heavy_tailed,303,student_rank2,extrapolated,0.1,0.5717761680867891,0.0006564007545333834
heavy_tailed,303,student_rank2,extrapolated,0.2,0.5713539952818348,0.0006596492037089667
heavy_tailed,303,transformer_mdn4,boundary,0.05,0.07932544854894803,0.00686782733021895
heavy_tailed,303,transformer_mdn4,boundary,0.1,0.07789416197912964,0.005374314620251117
heavy_tailed,303,transformer_mdn4,boundary,0.2,0.08081813211477974,0.003560232324855483
heavy_tailed,303,transformer_mdn4,central,0.05,0.08027995847026996,0.007646218186066467
heavy_tailed,303,transformer_mdn4,central,0.1,0.07350293985695792,0.004556543452164983
heavy_tailed,303,transformer_mdn4,central,0.2,0.059213310835048986,0.0033251035828960832
heavy_tailed,303,transformer_mdn4,extrapolated,0.05,0.5895181626056781,0.00580855336811035
heavy_tailed,303,transformer_mdn4,extrapolated,0.1,0.5865353766486882,0.002861502038474233
heavy_tailed,303,transformer_mdn4,extrapolated,0.2,0.5876356372660575,0.0020449137211910667
linear_gaussian,101,edm,boundary,0.05,0.1298463096921574,0.00047978050612075004
linear_gaussian,101,edm,boundary,0.1,0.12996903327188428,0.0004779413272332333
linear_gaussian,101,edm,boundary,0.2,0.13046176654524874,0.0004707693437996667
linear_gaussian,101,edm,central,0.05,0.055241283178894963,0.00017263840915806013
linear_gaussian,101,edm,central,0.1,0.055300403019735045,0.00017308007184916655
linear_gaussian,101,edm,central,0.2,0.05555210786723278,0.00017478091625418402
linear_gaussian,101,edm,extrapolated,0.05,0.4010620939058371,0.00024401612195031476
linear_gaussian,101,edm,extrapolated,0.1,0.40096841332019606,0.00024405370608031126
linear_gaussian,101,edm,extrapolated,0.2,0.40059264525790955,0.00024420394604548616
linear_gaussian,101,flow,boundary,0.05,0.1003771928665005,0.0005656699812558833
linear_gaussian,101,flow,boundary,0.1,0.10042184165906305,0.0005652529108663833
linear_gaussian,101,flow,boundary,0.2,0.10060313606815795,0.0005635574321126166
linear_gaussian,101,flow,central,0.05,0.0606540053956649,0.00026819091417746666
linear_gaussian,101,flow,central,0.1,0.06004483137594912,0.0002680459933159833
linear_gaussian,101,flow,central,0.2,0.05763652765459398,0.00026753299762406665
linear_gaussian,101,flow,extrapolated,0.05,0.4370208691963655,0.00046144001236249707
linear_gaussian,101,flow,extrapolated,0.1,0.43683332721699064,0.0004610431725210647
linear_gaussian,101,flow,extrapolated,0.2,0.4360856214706698,0.0004594821605579728
linear_gaussian,101,gaussian_diag,boundary,0.05,0.1070806668022835,0.00087766363932835
linear_gaussian,101,gaussian_diag,boundary,0.1,0.1064449240000012,0.0008738272563546499
linear_gaussian,101,gaussian_diag,boundary,0.2,0.10391189752116031,0.0008586528840996167
linear_gaussian,101,gaussian_diag,central,0.05,0.08752556430036855,0.00014627820310991792
linear_gaussian,101,gaussian_diag,central,0.1,0.08644964006219662,0.00014525720915427675
linear_gaussian,101,gaussian_diag,central,0.2,0.08225901472177365,0.0001411930228009136
linear_gaussian,101,gaussian_diag,extrapolated,0.05,0.5744459012495892,0.00018572763481528593
linear_gaussian,101,gaussian_diag,extrapolated,0.1,0.5742800127168548,0.0001859257608047972
linear_gaussian,101,gaussian_diag,extrapolated,0.2,0.573602733198862,0.0001867309558020343
linear_gaussian,101,gaussian_rank2,boundary,0.05,0.1259397660327056,0.0012443037062516834
linear_gaussian,101,gaussian_rank2,boundary,0.1,0.12627823914076738,0.0012430257426619999
linear_gaussian,101,gaussian_rank2,boundary,0.2,0.1276006513412344,0.0012380668535239667
linear_gaussian,101,gaussian_rank2,central,0.05,0.07631632610614585,0.001161517621704256
linear_gaussian,101,gaussian_rank2,central,0.1,0.07545119069110895,0.00115723018219385
linear_gaussian,101,gaussian_rank2,central,0.2,0.07205102426961628,0.0011407193331457166
linear_gaussian,101,gaussian_rank2,extrapolated,0.05,0.53502470895053,0.0007569701108542667
linear_gaussian,101,gaussian_rank2,extrapolated,0.1,0.5348429822639548,0.0007570502780940833
linear_gaussian,101,gaussian_rank2,extrapolated,0.2,0.534112691366065,0.0007573818284346834
linear_gaussian,101,gp_rbf,boundary,0.05,0.130995362532417,0.0001021369783527671
linear_gaussian,101,gp_rbf,boundary,0.1,0.13172359114121437,0.00010644093070511625
linear_gaussian,101,gp_rbf,boundary,0.2,0.13461063635184842,0.00012355486607064738
linear_gaussian,101,gp_rbf,central,0.05,0.0661876472885848,1.7218015509018426e-06
linear_gaussian,101,gp_rbf,central,0.1,0.06572785928952783,1.6918535362163202e-06
linear_gaussian,101,gp_rbf,central,0.2,0.06393143380296777,1.5734992864293104e-06
linear_gaussian,101,gp_rbf,extrapolated,0.05,0.8075567471460494,0.0023937508567153
linear_gaussian,101,gp_rbf,extrapolated,0.1,0.8067777739475388,0.0023903052643605665
linear_gaussian,101,gp_rbf,extrapolated,0.2,0.8036768805373157,0.0023764626279719
linear_gaussian,101,mdn4,boundary,0.05,0.19117529419282417,0.00272426876354745
linear_gaussian,101,mdn4,boundary,0.1,0.19051717110795016,0.0027738588883114168
linear_gaussian,101,mdn4,boundary,0.2,0.18928505941056928,0.0017419111989681669
linear_gaussian,101,mdn4,central,0.05,0.0827228706054877,0.0093400653177703
linear_gaussian,101,mdn4,central,0.1,0.0781922329720872,0.007996493393297334
linear_gaussian,101,mdn4,central,0.2,0.07544465647886843,0.003104304704325833
linear_gaussian,101,mdn4,extrapolated,0.05,0.5283671345654742,0.005248114306077467
linear_gaussian,101,mdn4,extrapolated,0.1,0.5284898226948179,0.0028100024030362834
linear_gaussian,101,mdn4,extrapolated,0.2,0.5284489855315034,0.00267013800127505
linear_gaussian,101,ridge,boundary,0.05,0.0107308412629964,4.0196454663579394e-15
linear_gaussian,101,ridge,boundary,0.1,0.010730841262991933,1.1585448391589169e-15
linear_gaussian,101,ridge,boundary,0.2,0.010730841262993734,7.956931793247772e-16
linear_gaussian,101,ridge,central,0.05,0.010730841262994168,2.4783269084070483e-16
linear_gaussian,101,ridge,central,0.1,0.0107308412629939,2.79335269663199e-16
linear_gaussian,101,ridge,central,0.2,0.010730841262994265,2.4010410816017954e-16
linear_gaussian,101,ridge,extrapolated,0.05,0.010730841262984467,8.395959808972284e-15
linear_gaussian,101,ridge,extrapolated,0.1,0.010730841262994067,5.711420658832053e-15
linear_gaussian,101,ridge,extrapolated,0.2,0.010730841262991732,4.421141082575195e-15
linear_gaussian,101,student_rank2,boundary,0.05,0.1148526804144963,0.0015446107654251008
linear_gaussian,101,student_rank2,boundary,0.1,0.11531672808445792,0.001541702368645939
linear_gaussian,101,student_rank2,boundary,0.2,0.11712484029913338,0.0015303626937143101
linear_gaussian,101,student_rank2,central,0.05,0.07041950099647526,0.0011056188917907834
linear_gaussian,101,student_rank2,central,0.1,0.0696357259856885,0.00109947577569915
linear_gaussian,101,student_rank2,central,0.2,0.06655414267614715,0.0010755184452778167
linear_gaussian,101,student_rank2,extrapolated,0.05,0.5358855506232287,0.0008684501731369833
linear_gaussian,101,student_rank2,extrapolated,0.1,0.5357140863929475,0.0008687516492522666
linear_gaussian,101,student_rank2,extrapolated,0.2,0.5350227172037767,0.0008699616427674833
linear_gaussian,101,transformer_mdn4,boundary,0.05,0.08754981456513326,0.00332710265396515
linear_gaussian,101,transformer_mdn4,boundary,0.1,0.08977101118056134,0.0020096627284265666
linear_gaussian,101,transformer_mdn4,boundary,0.2,0.09287621657730742,0.0010312906334868333
linear_gaussian,101,transformer_mdn4,central,0.05,0.10302940839654767,0.002891725055681383
linear_gaussian,101,transformer_mdn4,central,0.1,0.09930643334688904,0.002872984133881
linear_gaussian,101,transformer_mdn4,central,0.2,0.09273332089591939,0.0025773957494973332
linear_gaussian,101,transformer_mdn4,extrapolated,0.05,0.48264455840674425,0.0026582393455349836
linear_gaussian,101,transformer_mdn4,extrapolated,0.1,0.48233651054501797,0.0023272577351280167
linear_gaussian,101,transformer_mdn4,extrapolated,0.2,0.4819086454224322,0.0021252257781836166
linear_gaussian,202,edm,boundary,0.05,0.13360888677917498,0.0005659432514707167
linear_gaussian,202,edm,boundary,0.1,0.1336754353262146,0.0005632578637095
linear_gaussian,202,edm,boundary,0.2,0.1339525410475284,0.00055282513192565
linear_gaussian,202,edm,central,0.05,0.0264120705081793,0.00042085706394335
linear_gaussian,202,edm,central,0.1,0.02606755022225642,0.00042075274868470005
linear_gaussian,202,edm,central,0.2,0.024706392668719903,0.00042023711097298336
linear_gaussian,202,edm,extrapolated,0.05,0.4536655335462048,0.00030280165571125
linear_gaussian,202,edm,extrapolated,0.1,0.45354821343061436,0.0003029881230632833
linear_gaussian,202,edm,extrapolated,0.2,0.4530774874024963,0.00030371347259783337
linear_gaussian,202,flow,boundary,0.05,0.044574415352791864,0.0006780925304018
linear_gaussian,202,flow,boundary,0.1,0.04436985370614466,0.0006774813565065333
linear_gaussian,202,flow,boundary,0.2,0.04355662470146738,0.0006751293444817334
linear_gaussian,202,flow,central,0.05,0.051388352930561015,0.00025655860847273335
linear_gaussian,202,flow,central,0.1,0.051256374842211454,0.00025598438693225
linear_gaussian,202,flow,central,0.2,0.0507272099730782,0.0002537626185997167
linear_gaussian,202,flow,extrapolated,0.05,0.41206548079071276,0.0013871304926207164
linear_gaussian,202,flow,extrapolated,0.1,0.4118372807212986,0.0013852932409369166
linear_gaussian,202,flow,extrapolated,0.2,0.4109231083152723,0.0013778853646647332
linear_gaussian,202,gaussian_diag,boundary,0.05,0.12864146777041924,0.0005199263574656649
linear_gaussian,202,gaussian_diag,boundary,0.1,0.12815771660024422,0.0005199714330734082
linear_gaussian,202,gaussian_diag,boundary,0.2,0.12624573196754976,0.000519984478788011
linear_gaussian,202,gaussian_diag,central,0.05,0.12524271253461292,0.00030088873790527147
linear_gaussian,202,gaussian_diag,central,0.1,0.12391670210388046,0.00029768377373261436
linear_gaussian,202,gaussian_diag,central,0.2,0.11870854477286107,0.0002855172100274473
linear_gaussian,202,gaussian_diag,extrapolated,0.05,0.5128598864738456,0.0008360475565599585
linear_gaussian,202,gaussian_diag,extrapolated,0.1,0.512734213872848,0.0008359292973389865
linear_gaussian,202,gaussian_diag,extrapolated,0.2,0.5122233343832471,0.0008354371300616074
linear_gaussian,202,gaussian_rank2,boundary,0.05,0.07358503951510376,0.00163518898341495
linear_gaussian,202,gaussian_rank2,boundary,0.1,0.07367302063932603,0.0016311769396030332
linear_gaussian,202,gaussian_rank2,boundary,0.2,0.07420845267554384,0.0016152577800263833
linear_gaussian,202,gaussian_rank2,central,0.05,0.07651617937264611,0.0027385259217638167
linear_gaussian,202,gaussian_rank2,central,0.1,0.07592521525814969,0.0027291108417499665
linear_gaussian,202,gaussian_rank2,central,0.2,0.07359649050410678,0.0026923481405957497
linear_gaussian,202,gaussian_rank2,extrapolated,0.05,0.4631676298086584,0.0013824805942212832
linear_gaussian,202,gaussian_rank2,extrapolated,0.1,0.4629610901868961,0.0013821907908873668
linear_gaussian,202,gaussian_rank2,extrapolated,0.2,0.46213431874493693,0.0013810287725258
linear_gaussian,202,gp_rbf,boundary,0.05,0.0300802759539972,9.710095782119327e-05
linear_gaussian,202,gp_rbf,boundary,0.1,0.029851292147370336,0.00010072210651477147
linear_gaussian,202,gp_rbf,boundary,0.2,0.028946179859555134,0.00011508473265398548
linear_gaussian,202,gp_rbf,central,0.05,0.018292506773563668,2.723979767532746e-06
linear_gaussian,202,gp_rbf,central,0.1,0.018097262770895933,2.6793021964103034e-06
linear_gaussian,202,gp_rbf,central,0.2,0.017329819527159167,2.496372791161482e-06
linear_gaussian,202,gp_rbf,extrapolated,0.05,0.8816055304265956,0.0025727770448671
linear_gaussian,202,gp_rbf,extrapolated,0.1,0.8804686915563043,0.0025698061564068003
linear_gaussian,202,gp_rbf,extrapolated,0.2,0.8759480538320522,0.002557799959832933
linear_gaussian,202,mdn4,boundary,0.05,0.18988643786311676,0.0035382043692742168
linear_gaussian,202,mdn4,boundary,0.1,0.19132007970233922,0.002840732582808017
linear_gaussian,202,mdn4,boundary,0.2,0.18452854892926984,0.0017617099969022166
linear_gaussian,202,mdn4,central,0.05,0.058738901861397935,0.008145701184582849
linear_gaussian,202,mdn4,central,0.1,0.05965284382989408,0.006452393978089367
linear_gaussian,202,mdn4,central,0.2,0.0541883902797424,0.003708238509846483
linear_gaussian,202,mdn4,extrapolated,0.05,0.5492089006459416,0.002417794539954983
linear_gaussian,202,mdn4,extrapolated,0.1,0.5490747669361244,0.002162793652274
linear_gaussian,202,mdn4,extrapolated,0.2,0.5475919156385197,0.0010499875799168167
linear_gaussian,202,ridge,boundary,0.05,0.011665740961329699,5.5474647724800355e-15
linear_gaussian,202,ridge,boundary,0.1,0.011665740961329002,1.9516389705586513e-15
linear_gaussian,202,ridge,boundary,0.2,0.011665740961327132,7.239724278070663e-16
linear_gaussian,202,ridge,central,0.05,0.011665740961327333,1.1637987761325634e-16
linear_gaussian,202,ridge,central,0.1,0.011665740961327132,3.658128097614843e-16
linear_gaussian,202,ridge,central,0.2,0.011665740961326934,2.2195395149489954e-16
linear_gaussian,202,ridge,extrapolated,0.05,0.011665740961332266,6.011945891737746e-15
linear_gaussian,202,ridge,extrapolated,0.1,0.0116657409613245,5.436104504917906e-15
linear_gaussian,202,ridge,extrapolated,0.2,0.011665740961326268,1.5590028643009783e-15
linear_gaussian,202,student_rank2,boundary,0.05,0.07316674834106802,0.0023583761281136665
linear_gaussian,202,student_rank2,boundary,0.1,0.07354182927890102,0.0023515050345794
linear_gaussian,202,student_rank2,boundary,0.2,0.07502050426741604,0.0023243271383463003
linear_gaussian,202,student_rank2,central,0.05,0.08595894763765498,0.0030555362960859333
linear_gaussian,202,student_rank2,central,0.1,0.08547499053339684,0.0030544395780307335
linear_gaussian,202,student_rank2,central,0.2,0.08354879055896308,0.003049853895062883
linear_gaussian,202,student_rank2,extrapolated,0.05,0.513906111756398,0.00160694571289755
linear_gaussian,202,student_rank2,extrapolated,0.1,0.5137045784589741,0.0016071525207857166
linear_gaussian,202,student_rank2,extrapolated,0.2,0.5128943968834095,0.0016079818975866667
linear_gaussian,202,transformer_mdn4,boundary,0.05,0.05194240696497258,0.00649770836874295
linear_gaussian,202,transformer_mdn4,boundary,0.1,0.057299043816683944,0.003402669305855283
linear_gaussian,202,transformer_mdn4,boundary,0.2,0.0592913005107886,0.00348394611230865
linear_gaussian,202,transformer_mdn4,central,0.05,0.1007007724770304,0.007980447704033467
linear_gaussian,202,transformer_mdn4,central,0.1,0.09889173466522361,0.002797052835376183
linear_gaussian,202,transformer_mdn4,central,0.2,0.09059291840214323,0.0019051863711551167
linear_gaussian,202,transformer_mdn4,extrapolated,0.05,0.5461655888302724,0.0038296222360659337
linear_gaussian,202,transformer_mdn4,extrapolated,0.1,0.5448981205335193,0.005152727149346083
linear_gaussian,202,transformer_mdn4,extrapolated,0.2,0.5394323564611947,0.00396465734955945
linear_gaussian,303,edm,boundary,0.05,0.15323423614388845,0.0002594018265811333
linear_gaussian,303,edm,boundary,0.1,0.15316141459882707,0.0002589748463958833
linear_gaussian,303,edm,boundary,0.2,0.1528804771479244,0.00025724103766318335
linear_gaussian,303,edm,central,0.05,0.05287774845183859,0.00027158324752710183
linear_gaussian,303,edm,central,0.1,0.053269875424390954,0.0002709260893982814
linear_gaussian,303,edm,central,0.2,0.054814634231129394,0.00026820241631463396
linear_gaussian,303,edm,extrapolated,0.05,0.3965497355082379,0.00022052105792543333
linear_gaussian,303,edm,extrapolated,0.1,0.3964558611345416,0.00022039074485096668
linear_gaussian,303,edm,extrapolated,0.2,0.3960808965889772,0.00021985363142010001
linear_gaussian,303,flow,boundary,0.05,0.075604445604946,0.0004483100662963167
linear_gaussian,303,flow,boundary,0.1,0.07572504859831868,0.00044755657605123335
linear_gaussian,303,flow,boundary,0.2,0.07621338798902864,0.00044458451064715004
linear_gaussian,303,flow,central,0.05,0.03745637626513838,0.0006097497752617534
linear_gaussian,303,flow,central,0.1,0.0371193659408578,0.000608421756883956
linear_gaussian,303,flow,central,0.2,0.03576991738336142,0.0006031587551627533
linear_gaussian,303,flow,extrapolated,0.05,0.4209666979705297,0.0005406598623732666
linear_gaussian,303,flow,extrapolated,0.1,0.4208181613136943,0.0005404742723958667
linear_gaussian,303,flow,extrapolated,0.2,0.42022447808962293,0.0005397384761770167
linear_gaussian,303,gaussian_diag,boundary,0.05,0.07285622654863272,0.0006747091837050603
linear_gaussian,303,gaussian_diag,boundary,0.1,0.07337604136735092,0.0006723624987164842
linear_gaussian,303,gaussian_diag,boundary,0.2,0.07542480779615589,0.0006630507917186339
