law,data_seed,family,region,event,absolute_error,qualified
linear_gaussian,202,transformer_mdn4,extrapolated,rare,0.1491333756564799,True
linear_gaussian,303,edm,boundary,common,0.021355799352210103,True
linear_gaussian,303,edm,boundary,rare,0.03769141135023135,False
linear_gaussian,303,edm,central,common,0.019746883252941938,True
linear_gaussian,303,edm,central,rare,0.11871668719566446,False
linear_gaussian,303,edm,extrapolated,common,0.08997633639595046,False
linear_gaussian,303,edm,extrapolated,rare,0.057185341405197904,True
linear_gaussian,303,flow,boundary,common,0.1326383057903545,True
linear_gaussian,303,flow,boundary,rare,0.03614185114842522,True
linear_gaussian,303,flow,central,common,0.018088659426886283,True
linear_gaussian,303,flow,central,rare,0.05957220696893406,False
linear_gaussian,303,flow,extrapolated,common,0.07273279135283339,False
linear_gaussian,303,flow,extrapolated,rare,0.05605273072557405,True
linear_gaussian,303,gaussian_diag,boundary,common,0.2235760624726154,True
linear_gaussian,303,gaussian_diag,boundary,rare,0.2235760624726154,True
linear_gaussian,303,gaussian_diag,central,common,0.2235760624726154,True
linear_gaussian,303,gaussian_diag,central,rare,0.2235760624726154,True
linear_gaussian,303,gaussian_diag,extrapolated,common,0.2235760624726154,True
linear_gaussian,303,gaussian_diag,extrapolated,rare,0.2235760624726153,True
linear_gaussian,303,gaussian_rank2,boundary,common,0.04594283298839061,True
linear_gaussian,303,gaussian_rank2,boundary,rare,0.045942832988390525,True
linear_gaussian,303,gaussian_rank2,central,common,0.019721995023750757,True
linear_gaussian,303,gaussian_rank2,central,rare,0.019721995023750716,True
linear_gaussian,303,gaussian_rank2,extrapolated,common,0.1117838959014632,True
linear_gaussian,303,gaussian_rank2,extrapolated,rare,0.1117838959014632,True
linear_gaussian,303,gp_rbf,boundary,common,0.2235760624726154,True
linear_gaussian,303,gp_rbf,boundary,rare,0.2235760624726154,True
linear_gaussian,303,gp_rbf,central,common,0.2235760624726154,True
linear_gaussian,303,gp_rbf,central,rare,0.2235760624726154,True
linear_gaussian,303,gp_rbf,extrapolated,common,0.2235760624726154,True
linear_gaussian,303,gp_rbf,extrapolated,rare,0.2235760624726153,True
linear_gaussian,303,mdn4,boundary,common,0.043835414726742836,True
linear_gaussian,303,mdn4,boundary,rare,0.03584393091748346,True
linear_gaussian,303,mdn4,central,common,0.02488771597979228,True
linear_gaussian,303,mdn4,central,rare,0.06202236633021481,False
linear_gaussian,303,mdn4,extrapolated,common,0.14808711871449934,True
linear_gaussian,303,mdn4,extrapolated,rare,0.0831361897882119,True
linear_gaussian,303,ridge,boundary,common,0.0033034841643816426,True
linear_gaussian,303,ridge,boundary,rare,0.0033034841643816426,True
linear_gaussian,303,ridge,central,common,0.0033034841643816704,True
linear_gaussian,303,ridge,central,rare,0.0033034841643816426,True
linear_gaussian,303,ridge,extrapolated,common,0.0033034841643815316,True
linear_gaussian,303,ridge,extrapolated,rare,0.0033034841643816426,True
linear_gaussian,303,student_rank2,boundary,common,0.11378582660325046,True
linear_gaussian,303,student_rank2,boundary,rare,0.1734418446120929,True
linear_gaussian,303,student_rank2,central,common,0.0050843883452344335,True
linear_gaussian,303,student_rank2,central,rare,0.21254127077841684,True
linear_gaussian,303,student_rank2,extrapolated,common,0.6439594628040307,True
linear_gaussian,303,student_rank2,extrapolated,rare,0.15785595262641178,True
linear_gaussian,303,transformer_mdn4,boundary,common,0.06259665813747539,True
linear_gaussian,303,transformer_mdn4,boundary,rare,0.11570223036640186,True
linear_gaussian,303,transformer_mdn4,central,common,0.05267951457528697,True
linear_gaussian,303,transformer_mdn4,central,rare,0.17070257554781137,False
linear_gaussian,303,transformer_mdn4,extrapolated,common,0.09671865665574125,True
linear_gaussian,303,transformer_mdn4,extrapolated,rare,0.18261837187076255,True
nonlinear_heteroskedastic,101,edm,boundary,common,0.030049776260825972,True
nonlinear_heteroskedastic,101,edm,boundary,rare,0.0388377701873826,True
nonlinear_heteroskedastic,101,edm,central,common,0.014724035473993716,True
nonlinear_heteroskedastic,101,edm,central,rare,0.16069878350492633,False
nonlinear_heteroskedastic,101,edm,extrapolated,common,0.13047560431144678,False
nonlinear_heteroskedastic,101,edm,extrapolated,rare,0.06183672878830289,True
nonlinear_heteroskedastic,101,flow,boundary,common,0.11813087917990445,True
nonlinear_heteroskedastic,101,flow,boundary,rare,0.03645280227436515,True
nonlinear_heteroskedastic,101,flow,central,common,0.018914813571678415,True
nonlinear_heteroskedastic,101,flow,central,rare,0.04679015477333205,False
nonlinear_heteroskedastic,101,flow,extrapolated,common,0.12083630145151544,False
nonlinear_heteroskedastic,101,flow,extrapolated,rare,0.06991716951571895,True
nonlinear_heteroskedastic,101,gaussian_diag,boundary,common,0.22486076134779892,True
nonlinear_heteroskedastic,101,gaussian_diag,boundary,rare,0.22486076134779887,True
nonlinear_heteroskedastic,101,gaussian_diag,central,common,0.21698722541770843,True
nonlinear_heteroskedastic,101,gaussian_diag,central,rare,0.21698722541770854,True
nonlinear_heteroskedastic,101,gaussian_diag,extrapolated,common,0.22311030886412309,True
nonlinear_heteroskedastic,101,gaussian_diag,extrapolated,rare,0.22311030886412309,True
nonlinear_heteroskedastic,101,gaussian_rank2,boundary,common,0.012114483507578405,True
nonlinear_heteroskedastic,101,gaussian_rank2,boundary,rare,0.012114483507578544,True
nonlinear_heteroskedastic,101,gaussian_rank2,central,common,0.013986283151556034,True
nonlinear_heteroskedastic,101,gaussian_rank2,central,rare,0.013986283151555978,True
nonlinear_heteroskedastic,101,gaussian_rank2,extrapolated,common,0.01697890249346462,True
nonlinear_heteroskedastic,101,gaussian_rank2,extrapolated,rare,0.01697890249346451,True
nonlinear_heteroskedastic,101,gp_rbf,boundary,common,0.22486076134779892,True
nonlinear_heteroskedastic,101,gp_rbf,boundary,rare,0.22486076134779887,True
nonlinear_heteroskedastic,101,gp_rbf,central,common,0.21698722541770843,True
nonlinear_heteroskedastic,101,gp_rbf,central,rare,0.21698722541770854,True
nonlinear_heteroskedastic,101,gp_rbf,extrapolated,common,0.22311030886412309,True
nonlinear_heteroskedastic,101,gp_rbf,extrapolated,rare,0.22311030886412309,True
nonlinear_heteroskedastic,101,mdn4,boundary,common,0.10900204120794679,True
nonlinear_heteroskedastic,101,mdn4,boundary,rare,0.04037306100864907,True
nonlinear_heteroskedastic,101,mdn4,central,common,0.03770471938008417,True
nonlinear_heteroskedastic,101,mdn4,central,rare,0.11894192561110614,False
nonlinear_heteroskedastic,101,mdn4,extrapolated,common,0.05978682611444852,True
nonlinear_heteroskedastic,101,mdn4,extrapolated,rare,0.048581413898648285,True
nonlinear_heteroskedastic,101,ridge,boundary,common,0.009917541862392132,True
nonlinear_heteroskedastic,101,ridge,boundary,rare,0.00991754186239191,True
nonlinear_heteroskedastic,101,ridge,central,common,0.0020440059323015847,True
nonlinear_heteroskedastic,101,ridge,central,rare,0.0020440059323016957,True
nonlinear_heteroskedastic,101,ridge,extrapolated,common,0.008167089378716352,True
nonlinear_heteroskedastic,101,ridge,extrapolated,rare,0.00816708937871613,True
nonlinear_heteroskedastic,101,student_rank2,boundary,common,0.09663277471309939,True
nonlinear_heteroskedastic,101,student_rank2,boundary,rare,0.12391888253687305,True
nonlinear_heteroskedastic,101,student_rank2,central,common,0.007729349522152262,True
nonlinear_heteroskedastic,101,student_rank2,central,rare,0.5314262392666843,True
nonlinear_heteroskedastic,101,student_rank2,extrapolated,common,0.020513919216496507,True
nonlinear_heteroskedastic,101,student_rank2,extrapolated,rare,0.008412879759083058,True
nonlinear_heteroskedastic,101,transformer_mdn4,boundary,common,0.06099805603989808,True
nonlinear_heteroskedastic,101,transformer_mdn4,boundary,rare,0.07983788465136772,True
nonlinear_heteroskedastic,101,transformer_mdn4,central,common,0.07101134280151798,True
nonlinear_heteroskedastic,101,transformer_mdn4,central,rare,0.11086536419939529,False
nonlinear_heteroskedastic,101,transformer_mdn4,extrapolated,common,0.1372448775818372,True
nonlinear_heteroskedastic,101,transformer_mdn4,extrapolated,rare,0.10844061910635353,True
nonlinear_heteroskedastic,202,edm,boundary,common,0.07645245555237788,True
nonlinear_heteroskedastic,202,edm,boundary,rare,0.027115589829255285,False
nonlinear_heteroskedastic,202,edm,central,common,0.02041940963252009,True
nonlinear_heteroskedastic,202,edm,central,rare,0.1358319263543869,False
nonlinear_heteroskedastic,202,edm,extrapolated,common,0.14342965795213747,False
nonlinear_heteroskedastic,202,edm,extrapolated,rare,0.1233350206689516,True
nonlinear_heteroskedastic,202,flow,boundary,common,0.1267466787848459,True
nonlinear_heteroskedastic,202,flow,boundary,rare,0.02317572661827738,True
nonlinear_heteroskedastic,202,flow,central,common,0.030230783754100668,True
nonlinear_heteroskedastic,202,flow,central,rare,0.1372090103866524,False
nonlinear_heteroskedastic,202,flow,extrapolated,common,0.18500800207255258,False
nonlinear_heteroskedastic,202,flow,extrapolated,rare,0.0799313197635455,True
nonlinear_heteroskedastic,202,gaussian_diag,boundary,common,0.2248056707045863,True
nonlinear_heteroskedastic,202,gaussian_diag,boundary,rare,0.22480567070458624,True
nonlinear_heteroskedastic,202,gaussian_diag,central,common,0.21734996258893657,True
nonlinear_heteroskedastic,202,gaussian_diag,central,rare,0.21734996258893646,True
nonlinear_heteroskedastic,202,gaussian_diag,extrapolated,common,0.22292162052346165,True
nonlinear_heteroskedastic,202,gaussian_diag,extrapolated,rare,0.22292162052346165,True
nonlinear_heteroskedastic,202,gaussian_rank2,boundary,common,0.024748267033533597,True
nonlinear_heteroskedastic,202,gaussian_rank2,boundary,rare,0.02474826703353361,True
nonlinear_heteroskedastic,202,gaussian_rank2,central,common,0.021292656054188105,True
nonlinear_heteroskedastic,202,gaussian_rank2,central,rare,0.02129265605418812,True
nonlinear_heteroskedastic,202,gaussian_rank2,extrapolated,common,0.08316794545391376,True
nonlinear_heteroskedastic,202,gaussian_rank2,extrapolated,rare,0.08316794545391376,True
nonlinear_heteroskedastic,202,gp_rbf,boundary,common,0.2248056707045863,True
nonlinear_heteroskedastic,202,gp_rbf,boundary,rare,0.22480567070458624,True
nonlinear_heteroskedastic,202,gp_rbf,central,common,0.21734996258893657,True
nonlinear_heteroskedastic,202,gp_rbf,central,rare,0.21734996258893646,True
nonlinear_heteroskedastic,202,gp_rbf,extrapolated,common,0.22292162052346165,True
nonlinear_heteroskedastic,202,gp_rbf,extrapolated,rare,0.22292162052346165,True
nonlinear_heteroskedastic,202,mdn4,boundary,common,0.10552684207273065,True
nonlinear_heteroskedastic,202,mdn4,boundary,rare,0.10274270084332929,True
nonlinear_heteroskedastic,202,mdn4,central,common,0.04664887812040021,True
nonlinear_heteroskedastic,202,mdn4,central,rare,0.1588431478875868,False
nonlinear_heteroskedastic,202,mdn4,extrapolated,common,0.040590612264283704,True
nonlinear_heteroskedastic,202,mdn4,extrapolated,rare,0.0782619882631181,True
nonlinear_heteroskedastic,202,ridge,boundary,common,0.018555972903842588,True
nonlinear_heteroskedastic,202,ridge,boundary,rare,0.018555972903842477,True
nonlinear_heteroskedastic,202,ridge,central,common,0.011100264788192843,True
nonlinear_heteroskedastic,202,ridge,central,rare,0.011100264788192815,True
nonlinear_heteroskedastic,202,ridge,extrapolated,common,0.01667192272271778,True
nonlinear_heteroskedastic,202,ridge,extrapolated,rare,0.01667192272271789,True
nonlinear_heteroskedastic,202,student_rank2,boundary,common,0.07523004324086757,True
nonlinear_heteroskedastic,202,student_rank2,boundary,rare,0.09085092837348663,True
nonlinear_heteroskedastic,202,student_rank2,central,common,0.010895900267991046,True
nonlinear_heteroskedastic,202,student_rank2,central,rare,0.4843393652196859,True
nonlinear_heteroskedastic,202,student_rank2,extrapolated,common,0.10090002907447146,True
nonlinear_heteroskedastic,202,student_rank2,extrapolated,rare,0.0689568038670863,True
nonlinear_heteroskedastic,202,transformer_mdn4,boundary,common,0.11211185589096015,True
nonlinear_heteroskedastic,202,transformer_mdn4,boundary,rare,0.13038220660627975,False
nonlinear_heteroskedastic,202,transformer_mdn4,central,common,0.12509417810769002,True
nonlinear_heteroskedastic,202,transformer_mdn4,central,rare,0.1585991769529278,False
nonlinear_heteroskedastic,202,transformer_mdn4,extrapolated,common,0.13069978535903887,True
nonlinear_heteroskedastic,202,transformer_mdn4,extrapolated,rare,0.16680861184808865,True
nonlinear_heteroskedastic,303,edm,boundary,common,0.019807539991608475,True
nonlinear_heteroskedastic,303,edm,boundary,rare,0.03374667305758275,True
nonlinear_heteroskedastic,303,edm,central,common,0.0023357808735249425,True
nonlinear_heteroskedastic,303,edm,central,rare,0.24583415672948533,False
nonlinear_heteroskedastic,303,edm,extrapolated,common,0.12537031929974735,False
nonlinear_heteroskedastic,303,edm,extrapolated,rare,0.05547578995216633,True
nonlinear_heteroskedastic,303,flow,boundary,common,0.10848965563976015,True
nonlinear_heteroskedastic,303,flow,boundary,rare,0.0347709574593103,True
nonlinear_heteroskedastic,303,flow,central,common,0.02041439940307005,True
nonlinear_heteroskedastic,303,flow,central,rare,0.06297426795089184,False
nonlinear_heteroskedastic,303,flow,extrapolated,common,0.05744497161973758,False
nonlinear_heteroskedastic,303,flow,extrapolated,rare,0.028045460665037825,True
nonlinear_heteroskedastic,303,gaussian_diag,boundary,common,0.22495138906063727,True
nonlinear_heteroskedastic,303,gaussian_diag,boundary,rare,0.22495138906063739,True
nonlinear_heteroskedastic,303,gaussian_diag,central,common,0.21614151623850053,True
nonlinear_heteroskedastic,303,gaussian_diag,central,rare,0.21614151623850053,True
nonlinear_heteroskedastic,303,gaussian_diag,extrapolated,common,0.22350342068256424,True
nonlinear_heteroskedastic,303,gaussian_diag,extrapolated,rare,0.22350342068256412,True
nonlinear_heteroskedastic,303,gaussian_rank2,boundary,common,0.038851750811724886,True
nonlinear_heteroskedastic,303,gaussian_rank2,boundary,rare,0.03885175081172487,True
nonlinear_heteroskedastic,303,gaussian_rank2,central,common,0.03093416071756297,True
nonlinear_heteroskedastic,303,gaussian_rank2,central,rare,0.030934160717562886,True
nonlinear_heteroskedastic,303,gaussian_rank2,extrapolated,common,0.04206770840226312,True
nonlinear_heteroskedastic,303,gaussian_rank2,extrapolated,rare,0.04206770840226315,True
nonlinear_heteroskedastic,303,gp_rbf,boundary,common,0.22495138906063727,True
nonlinear_heteroskedastic,303,gp_rbf,boundary,rare,0.22495138906063739,True
nonlinear_heteroskedastic,303,gp_rbf,central,common,0.21614151623850053,True
nonlinear_heteroskedastic,303,gp_rbf,central,rare,0.21614151623850053,True
nonlinear_heteroskedastic,303,gp_rbf,extrapolated,common,0.22350342068256424,True
nonlinear_heteroskedastic,303,gp_rbf,extrapolated,rare,0.22350342068256412,True
nonlinear_heteroskedastic,303,mdn4,boundary,common,0.11754880243592167,True
nonlinear_heteroskedastic,303,mdn4,boundary,rare,0.02293458174895946,True
nonlinear_heteroskedastic,303,mdn4,central,common,0.0254492030815303,True
nonlinear_heteroskedastic,303,mdn4,central,rare,0.11365135498561008,False
nonlinear_heteroskedastic,303,mdn4,extrapolated,common,0.1635183202895717,False
nonlinear_heteroskedastic,303,mdn4,extrapolated,rare,0.04868162352398578,True
nonlinear_heteroskedastic,303,ridge,boundary,common,0.01233244107401893,True
nonlinear_heteroskedastic,303,ridge,boundary,rare,0.012332441074019096,True
nonlinear_heteroskedastic,303,ridge,central,common,0.0035225682518821577,True
nonlinear_heteroskedastic,303,ridge,central,rare,0.003522568251882241,True
nonlinear_heteroskedastic,303,ridge,extrapolated,common,0.010884472695945835,True
nonlinear_heteroskedastic,303,ridge,extrapolated,rare,0.010884472695945835,True
nonlinear_heteroskedastic,303,student_rank2,boundary,common,0.1508407314881831,True
nonlinear_heteroskedastic,303,student_rank2,boundary,rare,0.20041434988637608,True
nonlinear_heteroskedastic,303,student_rank2,central,common,0.006287890198168111,True
nonlinear_heteroskedastic,303,student_rank2,central,rare,0.5973438483795993,True
nonlinear_heteroskedastic,303,student_rank2,extrapolated,common,0.29040863639490977,True
nonlinear_heteroskedastic,303,student_rank2,extrapolated,rare,0.16613632716880555,True
nonlinear_heteroskedastic,303,transformer_mdn4,boundary,common,0.16532590069734865,True
nonlinear_heteroskedastic,303,transformer_mdn4,boundary,rare,0.09724286506672328,True
nonlinear_heteroskedastic,303,transformer_mdn4,central,common,0.07275361480853533,True
nonlinear_heteroskedastic,303,transformer_mdn4,central,rare,0.17451904658119893,False
nonlinear_heteroskedastic,303,transformer_mdn4,extrapolated,common,0.17596833454667807,True
nonlinear_heteroskedastic,303,transformer_mdn4,extrapolated,rare,0.13328063269157142,True
