,,,energy,energy,energy,mean_squared_error,mean_squared_error,mean_squared_error,coverage90,coverage90,coverage90,width90,width90,width90,tail_brier,tail_brier,tail_brier,tail_probability_abs_error,tail_probability_abs_error,tail_probability_abs_error,sampling_seconds_per_history,sampling_seconds_per_history,sampling_seconds_per_history
linear_gaussian,central,flow,0.2815599385236861,0.28059931268020083,0.28302192835487794,0.000835653616974697,0.0007606721459812553,0.0009680800892627396,0.8683358651620371,0.8664279513888888,0.8720703125,0.7714563339661907,0.7640627903888544,0.7814835449040106,0.04870329962836372,0.04856522878011068,0.04885991414388021,0.016688368055555517,0.014794921874999966,0.017789713541666637,0.0019079221735106497,0.0018478732696773001,0.0020175598971641996
linear_gaussian,central,gaussian_diag,0.2849333284833435,0.2830126382095272,0.28849058567087543,0.001367017446091642,0.0007213477832658895,0.002275872467308895,0.8844220196759259,0.8733995225694445,0.896240234375,0.805214564340119,0.7948293048119645,0.8247602978140725,0.0490928226047092,0.04845873514811198,0.04993915557861328,0.022048611111111078,0.012825520833333298,0.030615234374999963,1.683507596478901e-05,1.5321187674999237e-05,1.87100825617866e-05
linear_gaussian,central,gaussian_rank2,0.28147101937801633,0.28020317634019004,0.28342438543116094,0.0010274940245604462,0.0008211719937381811,0.0012177861248569926,0.8976327401620371,0.8940972222222222,0.9007161458333334,0.8351688715548785,0.8225065219171258,0.8418054292282066,0.049128638373480894,0.04863516489664713,0.050087928771972656,0.02020399305555551,0.01593424479166663,0.02781575520833329,2.2191555520597223e-05,2.1366333385230973e-05,2.323264561709948e-05
linear_gaussian,central,gp_rbf,0.2846436792598457,0.2834509886286089,0.2867895255085538,0.0008429462182298965,0.0006085986932655294,0.0011068450909877457,0.8499529803240741,0.8479275173611112,0.8522135416666666,0.734324788749496,0.730349051117296,0.737665290916559,0.04865752326117622,0.048641204833984375,0.04868888854980469,0.016612413194444405,0.01458333333333328,0.01806640624999997,3.888773709251028e-05,2.6354168464119237e-05,5.066491818676392e-05
linear_gaussian,central,mdn4,0.2834913596682472,0.2815769010488705,0.286470269819561,0.0019467661543167078,0.0016563493211199758,0.0025215287291680166,0.8902180989583334,0.8857421875,0.8968641493055555,0.8285933978617388,0.8184031438880611,0.8415108728145863,0.049334208170572914,0.048996925354003906,0.04990164438883463,0.026280381944444417,0.02374674479166664,0.02921549479166663,0.00015138801407166668,0.00014025175066,0.00016110762468690001
linear_gaussian,central,ridge,0.2793309324183869,0.2785490052189742,0.2808909472165977,0.00034155670365130353,0.00026698368497375793,0.0004237113959536121,0.8955078125,0.8925238715277778,0.8985460069444445,0.8223605462174838,0.8200824719417813,0.8245780793765686,0.04860517713758681,0.048535664876302086,0.04864311218261719,0.016297743055555505,0.015364583333333287,0.01787109374999995,1.0789917723741382e-05,9.607625543139877e-06,1.2277751617754499e-05
linear_gaussian,central,student_rank2,0.28234341686582076,0.28061927499238676,0.2855071667714701,0.001330146324055429,0.0009322060400356844,0.001868226202407533,0.9027777777777778,0.888916015625,0.91357421875,0.859335244508172,0.8441897156542776,0.87703957176255,0.049178971184624574,0.04855918884277344,0.05024178822835287,0.022140842013888842,0.015136718749999946,0.032958984374999944,2.729716692960614e-05,2.5868062948575243e-05,2.9073791665723547e-05
linear_gaussian,central,transformer_mdn4,0.28450225136794755,0.2819825970172703,0.28672541359461295,0.0023191043233105214,0.0015318136170276166,0.0027583449330966,0.8747829861111112,0.87060546875,0.8772243923611112,0.7908003453105374,0.787635860661791,0.7930329389592711,0.04911041259765625,0.048682848612467446,0.04989496866861979,0.02301432291666664,0.017366536458333307,0.03196614583333329,0.0015506620345856665,0.00152555206295795,0.0015693888951015002
linear_gaussian,extrapolated,edm,0.8278203686350981,0.7685651753550959,0.9271125845312832,0.3691246734498231,0.3195448662735171,0.45568233927309726,0.4410807291666667,0.3903537326388889,0.46875,0.9017243481973045,0.8823359999715538,0.9172764004090147,0.050770653618706606,0.0507653554280599,0.05078125,0.04989149305555556,0.04983723958333334,0.05000000000000001,0.0019750517987833166,0.0018967751663391001,0.0021213159792143996
linear_gaussian,extrapolated,flow,0.5590978489633938,0.46104907777219034,0.6374216237232381,0.18761597168868735,0.12334458540231441,0.24451092015591835,0.6918131510416666,0.5975477430555556,0.8031955295138888,1.0874890105100226,1.043331304804632,1.1488344461855438,0.05038494533962674,0.04984092712402344,0.05065727233886719,0.045279947916666674,0.03844401041666667,0.048697916666666674,0.0019469794654772,0.0018459062497034,0.0020831979163631
linear_gaussian,extrapolated,gaussian_diag,0.8274667014692083,0.731353078662857,0.8814022252210226,0.3844134014291745,0.2976237399319024,0.44436784957558845,0.4761555989583333,0.3404405381944444,0.583251953125,1.0311793026298166,0.9402149724640835,1.1494833818628403,0.050381978352864586,0.050267537434895836,0.05058828989664713,0.04533420138888889,0.043815104166666674,0.04780273437500001,1.5874722319292938e-05,1.3201396844427412e-05,1.8191853693375983e-05
linear_gaussian,extrapolated,gaussian_rank2,0.7438488964370746,0.681152191119543,0.8289736527203262,0.3143804420534901,0.24931290310968124,0.392484758367365,0.48629195601851855,0.4065212673611111,0.5432942708333334,0.9645147303573354,0.8895430068165812,1.0233684980128894,0.05059062110053169,0.050290425618489586,0.05078125,0.04769422743055556,0.04397786458333333,0.05000000000000001,2.508969474648539e-05,2.3236978449858725e-05,2.642795880092308e-05
linear_gaussian,extrapolated,gp_rbf,1.167791638869522,1.1302832220785068,1.186670668608185,0.810205081673324,0.7544767872571517,0.8447259366408182,0.4470124421296296,0.4163953993055556,0.48052300347222227,1.4106687051968023,1.372719964165877,1.4698869736384939,0.050687577989366316,0.05067125956217448,0.0507055918375651,0.04902343750000001,0.04886067708333334,0.049186197916666674,2.6684596377890557e-05,2.5446165333657216e-05,2.8302082985950012e-05
linear_gaussian,extrapolated,mdn4,0.9898492431764591,0.7950357273911671,1.126047868335376,0.548743821786776,0.3609767273802953,0.6819534216995576,0.43879304108796297,0.3622233072916667,0.5914442274305556,1.0615373066240492,0.9973474248955175,1.149603874111255,0.05057175954182943,0.05043315887451172,0.05066458384195963,0.04763997395833334,0.046012369791666674,0.04877929687500001,0.0001624997150631,0.0001383758535666,0.0001899835200068
linear_gaussian,extrapolated,ridge,0.2824492803555285,0.28067429981660863,0.2834806288634125,0.0018955270935469015,0.0008936986470132833,0.003021384932319096,0.8917824074074074,0.8892686631944445,0.8952907986111112,0.8250127096638629,0.819782459299125,0.8304060434228854,0.04862700568305122,0.04847081502278646,0.04873530069986979,0.01630859374999997,0.012825520833333317,0.018847656249999983,1.2156846221639878e-05,1.0374998964834958e-05,1.4737874153070152e-05
linear_gaussian,extrapolated,student_rank2,0.7557567277966167,0.696771477916258,0.8142234391184325,0.34397648631042027,0.2685973852381166,0.3884420429349733,0.598876953125,0.4900173611111111,0.7358669704861112,1.2589003726655956,0.9831126790925393,1.6537945693616471,0.05029932657877604,0.04980341593424479,0.0506903330485026,0.042089843749999994,0.03577473958333333,0.04902343750000001,3.139989550820448e-05,2.9559916583821177e-05,3.483766583182538e-05
linear_gaussian,extrapolated,transformer_mdn4,0.8787906291476492,0.863612851359972,0.887612226210097,0.4659585918488136,0.4361173139007661,0.4876467913571181,0.49930374710648145,0.4507649739583333,0.5333930121527778,1.1976461834810692,1.1027634449160744,1.3104433346425772,0.05048147837320963,0.050406455993652344,0.050539652506510414,0.046500651041666674,0.045524088541666674,0.04739583333333334,0.0016085778471379333,0.00153041754310825,0.00166271702012935
nonlinear_heteroskedastic,boundary,edm,0.3276719140068925,0.32319452684808464,0.3310332096245278,0.006800021836636754,0.005588263891276142,0.007668214415530644,0.8813295717592592,0.8699544270833334,0.8943413628472222,0.9223092822876552,0.8983436626145004,0.9374950274750357,0.04886913299560547,0.048652331034342446,0.04908116658528646,0.022422960069444428,0.018082682291666635,0.02604166666666666,0.0018840072221387334,0.0018653732489231,0.00191982204220645
nonlinear_heteroskedastic,boundary,flow,0.32501116356066345,0.31952068598393646,0.3316709149609684,0.004585569923714043,0.0027933117120544026,0.005512565948485191,0.8817183883101851,0.8702799479166666,0.8952365451388888,0.9131878413158855,0.8960392039610654,0.926492903598252,0.05045763651529948,0.04969151814778646,0.05112584431966146,0.036273871527777744,0.02968749999999995,0.04026692708333331,0.0018088136659772831,0.00179484029164685,0.0018174774365130502
nonlinear_heteroskedastic,boundary,gaussian_diag,0.32456446530934774,0.31570748119726383,0.33483585943818944,0.0031554842835585842,0.0010686438800231084,0.007053405653593268,0.8911404079861112,0.8779839409722222,0.9169379340277778,0.9378141098185672,0.9002665361762218,0.987729391682813,0.05087852478027344,0.04888788859049479,0.05475425720214844,0.03738064236111107,0.019921874999999954,0.07060546874999998,1.619907642533589e-05,1.6141499751635518e-05,1.631162497991075e-05
nonlinear_heteroskedastic,boundary,gaussian_rank2,0.31902299890279046,0.3118864083078089,0.32521123767879395,0.0021327024600281213,0.0014903714121808267,0.0033236312954966186,0.8928674768518517,0.8747829861111112,0.9201117621527778,0.9458626150759422,0.9159975800144755,0.9897935535604487,0.05045784844292534,0.049866040547688804,0.05149618784586588,0.038064236111111066,0.03318684895833329,0.04588216145833329,2.360214582747883e-05,2.189933366025798e-05,2.5467875578518335e-05
nonlinear_heteroskedastic,boundary,gp_rbf,0.32342634119615216,0.3182159254770798,0.328353222666133,0.0022088220570000306,0.0007509536491189459,0.0033267370735572664,0.8909505208333334,0.8904622395833334,0.8912760416666666,0.9501389454051665,0.9330586672780511,0.9677465195736636,0.048734029134114586,0.04853121439615885,0.04910405476888021,0.018967013888888832,0.014941406249999947,0.025781249999999933,2.8568291680939078e-05,2.68246658379212e-05,2.9845500345497083e-05
nonlinear_heteroskedastic,boundary,mdn4,0.3192658336885649,0.31400104434767356,0.3228620242699756,0.0022155231585358247,0.0013974514437069048,0.0029282160776600108,0.8950466579861112,0.8816460503472222,0.9087999131944445,0.9622179477222105,0.9434293176267899,0.9872601192799791,0.04907830556233724,0.04887167612711588,0.04919115702311198,0.023345269097222177,0.02097981770833329,0.024609374999999947,0.00014521122931095002,0.00014145833362510003,0.00014763368744745
nonlinear_heteroskedastic,boundary,ridge,0.32820196411601005,0.32073986673521665,0.33304452169399196,0.005846088591732535,0.005176806830975292,0.006229102301029942,0.866409866898148,0.8566080729166666,0.8761935763888888,0.8888829915036706,0.8804265109554761,0.8982240719533922,0.048670450846354164,0.04855473836263021,0.04880396525065104,0.017035590277777752,0.01464843749999997,0.019726562499999985,1.007813908573654e-05,9.100707150840511e-06,1.2033000530209392e-05
nonlinear_heteroskedastic,boundary,student_rank2,0.3194113615906348,0.3109890144854164,0.32734599063143205,0.002167875544359544,0.0010160344510132832,0.00407486313412509,0.9000018084490741,0.8870442708333334,0.9235026041666666,0.9723691187383275,0.947788765697471,1.0037530278486086,0.05057250128851996,0.04913202921549479,0.052580833435058594,0.03774956597222218,0.024153645833333275,0.05372721354166663,2.744906992625652e-05,2.412239579522672e-05,3.182725049555302e-05
nonlinear_heteroskedastic,boundary,transformer_mdn4,0.3184242140477434,0.3131101409367591,0.3222577718586577,0.0017524383605170772,0.0012540258706263117,0.0026690133412029453,0.895308883101852,0.8843858506944445,0.9073893229166666,0.9548035819146229,0.9305268565160326,0.9726617719626889,0.049084451463487416,0.04894065856933594,0.0492242177327474,0.022281901041666625,0.02080078124999996,0.023502604166666635,0.0016988917854581667,0.0014255407926005,0.0022362578141231003
nonlinear_heteroskedastic,central,edm,0.2842658168474664,0.2803959383224593,0.2912272065154965,0.0023616321684373533,0.0016699714932779663,0.0030321236198266187,0.8772696035879629,0.8701443142361112,0.8837076822916666,0.8027119920706571,0.7833956808024216,0.8318516537895313,0.05109543270534939,0.04983647664388021,0.05276711781819662,0.03889431423611108,0.029427083333333298,0.054215494791666645,0.0018888660415540667,0.00186673264640065,0.0019059418542989
nonlinear_heteroskedastic,central,flow,0.2823734272862754,0.27786182691738276,0.2896689364648562,0.0010464683074543726,0.001001287076767135,0.0011294951583177093,0.8577654803240741,0.8471408420138888,0.8733723958333334,0.750960833643258,0.7310288469367373,0.7751176577095887,0.0491890377468533,0.04895909627278646,0.0493615468343099,0.02438151041666663,0.022558593749999984,0.026269531249999964,0.001803172750240017,0.0017919609381351002,0.0018133602716261
nonlinear_heteroskedastic,central,gaussian_diag,0.2853148247281017,0.2798704351714826,0.29322875506712415,0.001688560106146205,0.001253463547487848,0.002441201773149519,0.8895851417824074,0.8738606770833334,0.9037000868055555,0.8177554910804732,0.8006071425904605,0.8356549167010096,0.04944621192084419,0.04877694447835287,0.05071417490641276,0.02614474826388886,0.017594401041666638,0.04047851562499996,1.636401389583221e-05,1.4125875168247148e-05,2.057554229395464e-05
nonlinear_heteroskedastic,central,gaussian_rank2,0.2829548939812896,0.2788355708613585,0.29012161956348614,0.0018220860153410371,0.0012735630825743375,0.002501432489979251,0.9006709346064815,0.887939453125,0.9149034288194445,0.8477554810998774,0.8330022887507451,0.8722996635269942,0.04965443081325955,0.04874356587727865,0.05120086669921875,0.028559027777777756,0.020182291666666647,0.04189453124999997,2.2542541652607422e-05,2.1338541652464e-05,2.445660478163821e-05
nonlinear_heteroskedastic,central,gp_rbf,0.2884127745116223,0.2834311529461791,0.29531681095056644,0.0010353850981156686,0.0007523662983892951,0.0014312552717979715,0.911404079861111,0.9069552951388888,0.9152018229166666,0.9405363060490276,0.9393964017880067,0.9418370051229717,0.05715454949273004,0.054486592610677086,0.05926831563313802,0.08460286458333333,0.06751302083333331,0.09436848958333333,2.807697213332479e-05,2.528475063930576e-05,3.081249936561411e-05
nonlinear_heteroskedastic,central,mdn4,0.28444432122002977,0.2791811536512299,0.29422390319428726,0.00240939029369296,0.0014096242918041613,0.003948500481730916,0.8909686053240741,0.8794759114583334,0.9049750434027778,0.8291898259354853,0.8094037618436435,0.8509682744972115,0.049567858378092446,0.048965771993001304,0.05075995127360026,0.027935112847222193,0.021630859374999967,0.038297526041666634,0.00014488860324485,0.00014115885399704998,0.00014882118678839998
nonlinear_heteroskedastic,central,ridge,0.2835712698647171,0.2780574642187469,0.28980837321570807,0.0015863769654405801,0.001388205163490425,0.0018198239053369956,0.9130135995370371,0.9018012152777778,0.9229058159722222,0.8863950430178029,0.8781139099377193,0.8953418613483496,0.05248027377658421,0.05147679646809896,0.05360603332519531,0.050423177083333326,0.04518229166666666,0.05719401041666666,1.0220486728940159e-05,9.645834021891156e-06,1.0614584122473994e-05
nonlinear_heteroskedastic,central,student_rank2,0.28232365478790994,0.27783468227893643,0.28966139415400494,0.001460268978533772,0.0011354949033708958,0.002088472799909652,0.8939073350694445,0.8904893663194445,0.896240234375,0.8333291773718345,0.8221330034592517,0.851550946759727,0.04882823096381294,0.04859097798665365,0.04918320973714193,0.01897243923611108,0.016503906249999967,0.02319335937499997,2.5394674190061374e-05,2.4793395520343136e-05,2.5819438936499257e-05
nonlinear_heteroskedastic,central,transformer_mdn4,0.28567462730631216,0.28091111950753184,0.2930095762870449,0.0028839848370773133,0.002650610493751975,0.003184806177258123,0.8706235532407408,0.8623046875,0.876953125,0.781992055404601,0.7800188710155792,0.7831320636278568,0.04944525824652777,0.0487219492594401,0.05064932505289713,0.02825520833333331,0.019335937499999966,0.041748046874999965,0.001493761007522,0.0014503020829578501,0.00154017537594575
nonlinear_heteroskedastic,extrapolated,edm,0.7182876323250391,0.6658431035086364,0.7974272043664846,0.246972353662124,0.20769234939682424,0.299975053793131,0.6431477864583334,0.5942925347222222,0.68408203125,1.0789603324881112,1.0402849388122795,1.1205319589727927,0.0993960698445638,0.07711410522460938,0.11229610443115234,0.18580186631944443,0.14518229166666666,0.2169759114583333,0.0018818000555458501,0.0018666657924768,0.00189378470774195
nonlinear_heteroskedastic,extrapolated,flow,0.6487175551296122,0.5818232002846461,0.748122078830684,0.21102934257543393,0.16058943174001974,0.2831048514971803,0.7904911747685185,0.7553439670138888,0.8184407552083334,1.3366731857293537,1.2974051215164093,1.3871331632606978,0.23444928063286674,0.1433877944946289,0.34105587005615234,0.3843044704861111,0.27228190104166666,0.504931640625,0.0018055031954038667,0.0017964626883136502,0.00182291493911175
nonlinear_heteroskedastic,extrapolated,gaussian_diag,0.5822587908608043,0.5351234429438022,0.6122676531604582,0.16666552151730482,0.1342360524408114,0.18291854094500049,0.6844798900462963,0.610595703125,0.7218424479166666,1.1628504720225648,1.059691990788074,1.3523119276712097,0.08070331149631076,0.05946890513102213,0.11102358500162761,0.14037543402777777,0.08852539062499999,0.22392578124999998,1.3851561864915615e-05,1.3381957008580988e-05,1.4660582867994284e-05
nonlinear_heteroskedastic,extrapolated,gaussian_rank2,0.5815446043876659,0.5308034523032044,0.6323531319020195,0.16582787093585094,0.12711369153826088,0.21268413634128866,0.7512839988425926,0.7159016927083334,0.7854817708333334,1.2974468413374838,1.102629154970747,1.4065699349499654,0.07643106248643664,0.05857499440511068,0.10383892059326172,0.13509114583333334,0.08103841145833333,0.20763346354166667,2.247279836511653e-05,2.0624125075604145e-05,2.3631062504136935e-05
nonlinear_heteroskedastic,extrapolated,gp_rbf,1.0426928370084398,1.0213513995815622,1.0824742037482562,0.7298713318914175,0.6970718867666128,0.7860392810610413,0.6604998553240741,0.6341145833333334,0.6890190972222222,1.8056523939565403,1.7625766279438964,1.873383981825915,0.04963726467556424,0.04960187276204427,0.04969024658203125,0.03515625,0.034277343749999994,0.036328125,2.4281833450206453e-05,2.2730918620557834e-05,2.614929204961906e-05
nonlinear_heteroskedastic,extrapolated,mdn4,0.7198761920848799,0.5233533045294925,0.8245386109795252,0.3027872509837805,0.13034177177993894,0.396304099491719,0.6673177083333334,0.5842827690972222,0.828857421875,1.2707853062081516,1.2067464878871081,1.3366492871688032,0.05496841006808811,0.05151971181233724,0.058321634928385414,0.06248372395833332,0.046923828124999976,0.07294921874999999,0.00014264236112158335,0.0001407656248678,0.0001456414999362
nonlinear_heteroskedastic,extrapolated,ridge,1.3897957745256209,1.3446493185195092,1.4761758256628408,0.8646820917637873,0.815714770722244,0.958602145879627,0.5782515914351851,0.5669487847222222,0.5889214409722222,0.8879734139996591,0.8769096506890909,0.8946237449083223,0.9477848476833768,0.9461491902669271,0.94921875,0.9492404513888887,0.9483723958333332,0.9499999999999998,8.958347381040867e-06,8.862875498986492e-06,9.114584827329963e-06
nonlinear_heteroskedastic,extrapolated,student_rank2,0.5867454050542198,0.5545038676560182,0.6254376709178445,0.16642333033129839,0.13528842536962218,0.20858318668489062,0.7381908275462963,0.6835394965277778,0.8013237847222222,1.3201511761057108,1.0242926534540784,1.4944718611899066,0.0739092297024197,0.05451774597167969,0.1031192143758138,0.12513563368055555,0.062109374999999994,0.20450846354166666,2.4935763778759996e-05,2.380295821543162e-05,2.7026041304149356e-05
nonlinear_heteroskedastic,extrapolated,transformer_mdn4,0.6146839757374025,0.6064391043555281,0.6297472836998333,0.20955788181817614,0.19483600355478173,0.23246582807822255,0.7236147280092592,0.6597222222222222,0.7870008680555555,1.3076846327133185,1.1228053753364777,1.4483332801141549,0.055458386739095054,0.053858439127604164,0.05792808532714844,0.0678982204861111,0.062076822916666656,0.07845052083333333,0.0015527638885638332,0.0014595390615188997,0.00165863020811225
