law,data_seed,family,region,event,n,particle_abs_error,total_abs_error,qualified_fraction,ess
bimodal,303,gp_rbf,extrapolated,common,512,0.09038903667725351,0.8187778024240554,1.0,183.34403826742724
bimodal,303,gp_rbf,extrapolated,rare,128,0.48664101177557484,0.4273473797036433,1.0,1.5711337788156576
bimodal,303,gp_rbf,extrapolated,rare,512,0.20180443894861141,0.3796853351644061,1.0,3.7325605287779298
bimodal,303,mdn4,boundary,common,128,0.06757223573154275,0.050844743440641195,1.0,12.868124943940408
bimodal,303,mdn4,boundary,common,512,0.025123681769715245,0.027027042723407262,1.0,45.88895693912351
bimodal,303,mdn4,boundary,rare,128,0.10903998341093862,0.09519424435853718,1.0,7.138186472082569
bimodal,303,mdn4,boundary,rare,512,0.07608871600290938,0.07810164611390812,1.0,13.367082314275244
bimodal,303,mdn4,central,common,128,0.03810347215321824,0.0445409730316936,1.0,70.37895927610235
bimodal,303,mdn4,central,common,512,0.027110358078142143,0.06594789723454568,1.0,274.6435887546986
bimodal,303,mdn4,central,rare,128,0.028636987780951962,0.12393125648410828,0.5,5.645123086154541
bimodal,303,mdn4,central,rare,512,0.02436001910525477,0.12530337120293925,0.5,14.345821392184734
bimodal,303,mdn4,extrapolated,common,128,0.17212561875695645,0.5986124541194556,1.0,8.525554651826726
bimodal,303,mdn4,extrapolated,common,512,0.07453878354036737,0.5429333055712093,1.0,19.40400347487986
bimodal,303,mdn4,extrapolated,rare,128,0.20221811901661035,0.1418294042484635,1.0,6.043648767970338
bimodal,303,mdn4,extrapolated,rare,512,0.09035015879573684,0.16431645276984397,1.0,19.15522327289956
bimodal,303,ridge,boundary,common,128,0.2979796049800542,0.2920422315559514,1.0,7.690706665357422
bimodal,303,ridge,boundary,common,512,0.20308308209644443,0.18527096182413594,1.0,31.41954567389472
bimodal,303,ridge,boundary,rare,128,0.2847575471396729,0.3367428472147671,1.0,2.4273689670026655
bimodal,303,ridge,boundary,rare,512,0.19194627069563044,0.2938090675117458,1.0,14.443375585080366
bimodal,303,ridge,central,common,128,0.048856192090047955,0.3404708726801373,1.0,80.90237200216961
bimodal,303,ridge,central,common,512,0.030591608144400245,0.3478649052059768,1.0,324.34810946836495
bimodal,303,ridge,central,rare,128,0.5086344573743807,0.06873172103015544,1.0,1.339670608951314
bimodal,303,ridge,central,rare,512,0.4643683968304549,0.09577664109437588,1.0,1.9999066911802537
bimodal,303,ridge,extrapolated,common,128,0.5807102936066787,0.8003967255670821,1.0,1.0416430700255885
bimodal,303,ridge,extrapolated,common,512,0.5821684647224337,0.801854896682837,1.0,1.4219438207305373
bimodal,303,ridge,extrapolated,rare,128,0.05976306930178114,0.4011603529314049,1.0,26.300543725241194
bimodal,303,ridge,extrapolated,rare,512,0.02183778839380494,0.4223736938508907,1.0,102.19538002426792
bimodal,303,student_rank2,boundary,common,128,0.2770159296356541,0.19614930794115507,1.0,4.651865337302329
bimodal,303,student_rank2,boundary,common,512,0.24750248964391633,0.30822361240007656,1.0,13.485447206479506
bimodal,303,student_rank2,boundary,rare,128,0.47355119329213413,0.4264834030879417,1.0,3.053069115899047
bimodal,303,student_rank2,boundary,rare,512,0.30410085889426036,0.4988525318361959,1.0,5.135457265656012
bimodal,303,student_rank2,central,common,128,0.032753181999960634,0.30713574028544494,1.0,70.17975167611434
bimodal,303,student_rank2,central,common,512,0.01671983080992645,0.3110713577735489,1.0,282.7923059323079
bimodal,303,student_rank2,central,rare,128,1.034216068852216,0.13154055917185506,1.0,1.3454671590414222
bimodal,303,student_rank2,central,rare,512,0.8693762435796552,0.12286389851931674,1.0,1.2785703215266004
bimodal,303,student_rank2,extrapolated,common,128,0.4654030731558622,0.7308993800068699,1.0,4.721438574406169
bimodal,303,student_rank2,extrapolated,common,512,0.7365743267793508,0.736172788145011,1.0,7.448006431620939
bimodal,303,student_rank2,extrapolated,rare,128,0.11238939113901036,0.12421581713245916,1.0,9.351815818774798
bimodal,303,student_rank2,extrapolated,rare,512,0.1244294726119065,0.12615664235559884,1.0,29.385278723266733
bimodal,303,transformer_mdn4,boundary,common,128,0.12922621537690893,0.05876184434417649,1.0,9.99248316785694
bimodal,303,transformer_mdn4,boundary,common,512,0.09341710974679697,0.09104884724197417,1.0,30.237090711363816
bimodal,303,transformer_mdn4,boundary,rare,128,0.019962060155063632,0.05765839887667521,0.5,7.894997757245719
bimodal,303,transformer_mdn4,boundary,rare,512,0.05232223689531468,0.05470059458228179,0.5,18.202380321376285
bimodal,303,transformer_mdn4,central,common,128,0.04049148512082599,0.2759738621955334,1.0,71.0029449009344
bimodal,303,transformer_mdn4,central,common,512,0.019889904239885143,0.24294090646747893,1.0,292.7404174752882
bimodal,303,transformer_mdn4,central,rare,128,,0.11315617589747849,0.0,2.8999799242158506
bimodal,303,transformer_mdn4,central,rare,512,,0.09741952946604109,0.0,4.38413510417142
bimodal,303,transformer_mdn4,extrapolated,common,128,0.22200050224135545,0.39246277070097907,1.0,4.3838246409459565
bimodal,303,transformer_mdn4,extrapolated,common,512,0.1680392295455261,0.2952772921230991,1.0,11.431212786359232
bimodal,303,transformer_mdn4,extrapolated,rare,128,0.12469377912631115,0.12502142128900712,1.0,6.995690450876417
bimodal,303,transformer_mdn4,extrapolated,rare,512,0.07643710492750112,0.12210785794957724,1.0,17.83063417017293
heavy_tailed,101,edm,boundary,common,128,0.11502607066783016,0.370309604109472,1.0,3.8790150610567977
heavy_tailed,101,edm,boundary,common,512,0.08264342182582315,0.35707709792642567,1.0,13.819457572723499
heavy_tailed,101,edm,boundary,rare,128,0.05868705747931419,0.6195011161333323,0.5,4.792483678359036
heavy_tailed,101,edm,boundary,rare,512,0.053661762417056835,0.61934368070356,0.5,14.650101949769509
heavy_tailed,101,edm,central,common,128,0.017834342508391096,0.042788395906544374,1.0,90.55225607122695
heavy_tailed,101,edm,central,common,512,0.016006045993797496,0.04204920161219385,1.0,367.8420781976877
heavy_tailed,101,edm,central,rare,128,,0.5893642286612957,0.0,2.3067019013862784
heavy_tailed,101,edm,central,rare,512,,0.6236222127410302,0.0,3.242854732745888
heavy_tailed,101,edm,extrapolated,common,128,,0.7394170591813319,0.0,2.26138217883101
heavy_tailed,101,edm,extrapolated,common,512,,0.7138803983860181,0.0,2.1539458724692353
heavy_tailed,101,edm,extrapolated,rare,128,0.03209271858751055,0.2599856113083188,1.0,35.372815695771905
heavy_tailed,101,edm,extrapolated,rare,512,0.0179898027573181,0.27350321030231867,1.0,133.46700145880297
heavy_tailed,101,flow,boundary,common,128,0.19615303820719898,0.36257442924345273,1.0,3.473972086233905
heavy_tailed,101,flow,boundary,common,512,0.130186863537212,0.28870379058740925,1.0,7.179389943718934
heavy_tailed,101,flow,boundary,rare,128,,0.5415461876813068,0.0,4.802861467113929
heavy_tailed,101,flow,boundary,rare,512,,0.5608971797963815,0.0,15.514561615440149
heavy_tailed,101,flow,central,common,128,0.015643367766482924,0.04819889940430285,1.0,91.38082788231702
heavy_tailed,101,flow,central,common,512,0.01279238193695959,0.053176999215365006,1.0,365.96294773990104
heavy_tailed,101,flow,central,rare,128,,0.5952178702568481,0.0,1.8423575191542196
heavy_tailed,101,flow,central,rare,512,,0.5962833187633612,0.0,1.9268470456391984
heavy_tailed,101,flow,extrapolated,common,128,,0.635426462283109,0.0,1.3102706417848404
heavy_tailed,101,flow,extrapolated,common,512,,0.9138999748038642,0.0,2.090203082784956
heavy_tailed,101,flow,extrapolated,rare,128,0.03132178137430556,0.1810221896647619,1.0,58.104591580753755
heavy_tailed,101,flow,extrapolated,rare,512,0.008249811699049425,0.19827470151906879,1.0,225.97438625067693
heavy_tailed,101,gaussian_diag,boundary,common,128,0.057712256584850984,0.5502417847878648,1.0,5.269796085443712
heavy_tailed,101,gaussian_diag,boundary,common,512,0.02318348839809352,0.5849278072182277,1.0,20.488695596203925
heavy_tailed,101,gaussian_diag,boundary,rare,128,0.04160060393152586,0.7369324576895736,1.0,5.398394276834138
heavy_tailed,101,gaussian_diag,boundary,rare,512,0.072479879372578,0.7761599533255469,1.0,10.863200800037427
heavy_tailed,101,gaussian_diag,central,common,128,0.020519531359691635,0.16859324509688497,1.0,89.75590969508387
heavy_tailed,101,gaussian_diag,central,common,512,0.0103356184186989,0.1653845586866447,1.0,358.42545564285393
heavy_tailed,101,gaussian_diag,central,rare,128,0.04159521832884357,0.6891545176163355,1.0,2.583464119178112
heavy_tailed,101,gaussian_diag,central,rare,512,0.04027670442390486,0.6602976338594252,1.0,3.4190026398594413
heavy_tailed,101,gaussian_diag,extrapolated,common,128,0.03989240168514767,0.7754682276736293,1.0,5.693724166061664
heavy_tailed,101,gaussian_diag,extrapolated,common,512,0.046961365234941134,0.7748839645017004,1.0,7.876578945404831
heavy_tailed,101,gaussian_diag,extrapolated,rare,128,0.04940559607255705,0.4112150995283496,1.0,8.611482724471472
heavy_tailed,101,gaussian_diag,extrapolated,rare,512,0.0369710776609015,0.3989299220586222,1.0,27.404636568525827
heavy_tailed,101,gaussian_rank2,boundary,common,128,0.06366529821228617,0.3983703198734528,1.0,7.338959483588032
heavy_tailed,101,gaussian_rank2,boundary,common,512,0.060720039649397116,0.4046020278800517,1.0,21.22543192860687
heavy_tailed,101,gaussian_rank2,boundary,rare,128,0.06635088811117466,0.6300043659291248,1.0,7.642408191211911
heavy_tailed,101,gaussian_rank2,boundary,rare,512,0.056329752620002484,0.6117779692938126,1.0,19.54759315401039
heavy_tailed,101,gaussian_rank2,central,common,128,0.039940439727840775,0.0590506218044623,1.0,87.93466688047646
heavy_tailed,101,gaussian_rank2,central,common,512,0.007828283800927335,0.04876941632137113,1.0,357.303539344904
heavy_tailed,101,gaussian_rank2,central,rare,128,0.1684917776040178,0.6141232884197202,1.0,2.6534040737327396
heavy_tailed,101,gaussian_rank2,central,rare,512,0.16089431592529477,0.6065258267409971,1.0,2.4925152024786814
heavy_tailed,101,gaussian_rank2,extrapolated,common,128,0.10239200809737403,0.5977497840528488,1.0,4.439877291482953
heavy_tailed,101,gaussian_rank2,extrapolated,common,512,0.1413459097705875,0.6264716201723869,1.0,8.631043483640315
heavy_tailed,101,gaussian_rank2,extrapolated,rare,128,0.11383579315533876,0.18650038353864884,1.0,9.295523173556779
heavy_tailed,101,gaussian_rank2,extrapolated,rare,512,0.06717815032616509,0.16083372171600663,1.0,28.37678214411029
heavy_tailed,101,gp_rbf,boundary,common,128,0.06299238552255203,0.6278542224292938,1.0,7.350021605136582
heavy_tailed,101,gp_rbf,boundary,common,512,0.050877154227461696,0.597570608615202,1.0,18.053859988903213
heavy_tailed,101,gp_rbf,boundary,rare,128,0.03741479363241886,0.7614040084706142,1.0,3.009568649743225
heavy_tailed,101,gp_rbf,boundary,rare,512,0.0639451046698785,0.7858563295514503,1.0,8.699807530254697
heavy_tailed,101,gp_rbf,central,common,128,0.027938295189034467,0.18555838317763132,1.0,79.3097692701334
heavy_tailed,101,gp_rbf,central,common,512,0.006358164455862433,0.17369515073246689,1.0,322.16013927680234
heavy_tailed,101,gp_rbf,central,rare,128,0.026285207324653833,0.6609371807947472,1.0,2.9860733181220525
heavy_tailed,101,gp_rbf,central,rare,512,0.06798625863734085,0.7368898961260874,1.0,1.4595050704608576
heavy_tailed,101,gp_rbf,extrapolated,common,128,0.038425414813518764,0.784855320815749,1.0,34.38087767305608
heavy_tailed,101,gp_rbf,extrapolated,common,512,0.013393987222731467,0.7772392568928382,1.0,142.9143481075196
heavy_tailed,101,gp_rbf,extrapolated,rare,128,0.07592115716073104,0.46912928602534815,1.0,2.837833857305823
heavy_tailed,101,gp_rbf,extrapolated,rare,512,0.06228084511740203,0.33475716429256225,1.0,9.709918110426054
heavy_tailed,101,mdn4,boundary,common,128,0.41352867032122126,0.3729506459351162,1.0,5.282959782522206
heavy_tailed,101,mdn4,boundary,common,512,0.27152664324996145,0.37530231674572767,1.0,6.490041795771021
heavy_tailed,101,mdn4,boundary,rare,128,,0.6444552079774857,0.0,3.5480412257874554
heavy_tailed,101,mdn4,boundary,rare,512,,0.5068200756047254,0.0,8.49005267692212
heavy_tailed,101,mdn4,central,common,128,0.022102666451074355,0.01619259906327651,1.0,91.27731490590911
heavy_tailed,101,mdn4,central,common,512,0.01618755601470144,0.021039772506043563,1.0,364.32628735080715
heavy_tailed,101,mdn4,central,rare,128,,0.6369589093304181,0.0,2.1735630697332105
heavy_tailed,101,mdn4,central,rare,512,,0.6227151484718757,0.0,3.7835098405591787
heavy_tailed,101,mdn4,extrapolated,common,128,0.25291545093844775,0.5326982032384283,1.0,4.613341146016811
heavy_tailed,101,mdn4,extrapolated,common,512,0.18583035918420374,0.5104711631528092,1.0,13.640536567855799
heavy_tailed,101,mdn4,extrapolated,rare,128,0.2258174390184552,0.4413435299005708,1.0,10.813850882093035
heavy_tailed,101,mdn4,extrapolated,rare,512,0.06082213313805593,0.22467422253723232,1.0,29.519882886810162
heavy_tailed,101,ridge,boundary,common,128,0.10869023826081832,0.4875461102488674,1.0,7.601471716116734
heavy_tailed,101,ridge,boundary,common,512,0.05749089616682141,0.43634676815487045,1.0,13.583307150705243
heavy_tailed,101,ridge,boundary,rare,128,0.09599415014536546,0.621787619858684,1.0,4.773253686192991
heavy_tailed,101,ridge,boundary,rare,512,0.1236275369840348,0.6494210066973533,1.0,16.25448851614478
heavy_tailed,101,ridge,central,common,128,0.0261173152037598,0.020724208562732122,1.0,88.28772479464112
heavy_tailed,101,ridge,central,common,512,0.004436287989992747,0.023131880738396254,1.0,354.2382989550527
heavy_tailed,101,ridge,central,rare,128,0.16760585684213417,0.6383137492060039,1.0,3.3096764782844166
heavy_tailed,101,ridge,central,rare,512,0.2368784299428687,0.7075863223067383,1.0,1.6495925123778405
heavy_tailed,101,ridge,extrapolated,common,128,0.1715355918350201,0.7639730908257131,1.0,2.129247152673829
heavy_tailed,101,ridge,extrapolated,common,512,0.1933273340802407,0.7857648330709335,1.0,1.7817751218730524
heavy_tailed,101,ridge,extrapolated,rare,128,0.0961621654264162,0.20076780915475748,1.0,15.615415348988078
heavy_tailed,101,ridge,extrapolated,rare,512,0.03378594090503997,0.22692085201337875,1.0,38.890707579932744
heavy_tailed,101,student_rank2,boundary,common,128,0.23644976899126272,0.34494487665006845,1.0,3.823311368701551
heavy_tailed,101,student_rank2,boundary,common,512,0.1064941195183498,0.22879508387497102,1.0,5.67215619946284
heavy_tailed,101,student_rank2,boundary,rare,128,0.3575952127548439,0.6345816728934232,1.0,5.072693119533377
heavy_tailed,101,student_rank2,boundary,rare,512,0.22943798569060067,0.3977333849002674,1.0,4.559548390442477
heavy_tailed,101,student_rank2,central,common,128,0.03244682271423609,0.04907647964428039,1.0,90.74594895634537
heavy_tailed,101,student_rank2,central,common,512,0.00832888101994049,0.030780984811810127,1.0,370.4091488230661
heavy_tailed,101,student_rank2,central,rare,128,0.7447055796211265,0.6664914199158165,1.0,1.5391343925039112
heavy_tailed,101,student_rank2,central,rare,512,0.6821579378813053,0.6039437781759952,1.0,3.2438665759403946
heavy_tailed,101,student_rank2,extrapolated,common,128,0.20541065506443446,0.4893010335650629,1.0,2.2438401854563534
heavy_tailed,101,student_rank2,extrapolated,common,512,0.15386337645860643,0.6338545038100818,1.0,6.909171897228023
heavy_tailed,101,student_rank2,extrapolated,rare,128,0.13363693012231906,0.22595172050266607,1.0,6.754231835693479
heavy_tailed,101,student_rank2,extrapolated,rare,512,0.09125380191208564,0.20505562730106228,1.0,15.316930978259562
heavy_tailed,101,transformer_mdn4,boundary,common,128,0.3021348586933839,0.37856638618783683,1.0,4.178266281904077
heavy_tailed,101,transformer_mdn4,boundary,common,512,0.08639647645450547,0.1906653840644923,1.0,6.699789820498744
heavy_tailed,101,transformer_mdn4,boundary,rare,128,,0.6155294853086758,0.0,5.142641134945607
heavy_tailed,101,transformer_mdn4,boundary,rare,512,,0.6631521880119808,0.0,7.576623789330736
heavy_tailed,101,transformer_mdn4,central,common,128,0.025102166802226364,0.06660177989467155,1.0,91.96725287916156
heavy_tailed,101,transformer_mdn4,central,common,512,0.018249276133137884,0.0783480593413897,1.0,366.94782382078887
heavy_tailed,101,transformer_mdn4,central,rare,128,,0.647244685646215,0.0,1.7678410747861495
heavy_tailed,101,transformer_mdn4,central,rare,512,,0.6796523488127857,0.0,1.6450197937240105
heavy_tailed,101,transformer_mdn4,extrapolated,common,128,0.25462980330537405,0.4867674802736007,1.0,2.8053414913327046
heavy_tailed,101,transformer_mdn4,extrapolated,common,512,0.09155944991303576,0.4174450059061627,1.0,8.208284788183695
heavy_tailed,101,transformer_mdn4,extrapolated,rare,128,0.16954467117907532,0.2299530501840188,1.0,5.247433326883982
heavy_tailed,101,transformer_mdn4,extrapolated,rare,512,0.1504398004801403,0.14236805818972476,1.0,14.432672851440275
heavy_tailed,202,edm,boundary,common,128,0.10554737244551304,0.4116990543133574,1.0,4.998060465458767
heavy_tailed,202,edm,boundary,common,512,0.05711693986156866,0.37934360040899134,1.0,10.317370853016
heavy_tailed,202,edm,boundary,rare,128,,0.6012582193016133,0.0,8.514422687697584
heavy_tailed,202,edm,boundary,rare,512,,0.5897160242627913,0.0,12.845328511432662
heavy_tailed,202,edm,central,common,128,0.02533003157920422,0.02085688418613195,1.0,90.81276242632593
heavy_tailed,202,edm,central,common,512,0.009950175222133636,0.01694373034433687,1.0,352.79920247606213
heavy_tailed,202,edm,central,rare,128,,0.6769230280490458,0.0,1.6274641765552496
heavy_tailed,202,edm,central,rare,512,,0.6495124583744075,0.0,2.0923651760859467
heavy_tailed,202,edm,extrapolated,common,128,,0.76614875206909,0.0,2.7791565926081137
heavy_tailed,202,edm,extrapolated,common,512,,0.8300902762350529,0.0,2.375896762207546
heavy_tailed,202,edm,extrapolated,rare,128,0.029178413122675217,0.3392823144659906,1.0,42.05887570070541
heavy_tailed,202,edm,extrapolated,rare,512,0.012034311610467101,0.32884716034904843,1.0,164.09794809939683
heavy_tailed,202,flow,boundary,common,128,0.2504235535657385,0.25000338885376605,1.0,3.581050212702458
heavy_tailed,202,flow,boundary,common,512,0.1869882002074684,0.17365374451987267,1.0,6.625294376264294
heavy_tailed,202,flow,boundary,rare,128,0.11328720472446481,0.5988638468295551,1.0,9.390086919242446
heavy_tailed,202,flow,boundary,rare,512,0.032508352156463034,0.5607772854281851,1.0,14.695188824804765
heavy_tailed,202,flow,central,common,128,0.02491667740903275,0.02490537714822308,1.0,92.64458684340998
heavy_tailed,202,flow,central,common,512,0.008568514642467653,0.023419486774420014,1.0,359.42052328793716
heavy_tailed,202,flow,central,rare,128,,0.5942398107366568,0.0,1.686243367858322
heavy_tailed,202,flow,central,rare,512,,0.6025682328038314,0.0,3.067053209710705
heavy_tailed,202,flow,extrapolated,common,128,,0.5608077143723994,0.0,1.6728173588394675
heavy_tailed,202,flow,extrapolated,common,512,,0.6615489535174152,0.0,2.1821364146369735
heavy_tailed,202,flow,extrapolated,rare,128,0.03309083890910732,0.15556095962098065,1.0,55.6073847908713
heavy_tailed,202,flow,extrapolated,rare,512,0.01597841885912424,0.1541764232357608,1.0,229.9182559362042
heavy_tailed,202,gaussian_diag,boundary,common,128,0.03508030511666227,0.5362943507274612,1.0,8.822473977781028
heavy_tailed,202,gaussian_diag,boundary,common,512,0.028799790304560115,0.5229929760095683,1.0,25.996928726024
heavy_tailed,202,gaussian_diag,boundary,rare,128,0.05517668230202444,0.706547424405494,1.0,8.35731034247837
heavy_tailed,202,gaussian_diag,boundary,rare,512,0.025634044266156165,0.6935077451762443,1.0,16.576367818221836
heavy_tailed,202,gaussian_diag,central,common,128,0.02464187592481247,0.1890198409998112,1.0,85.28407345282518
heavy_tailed,202,gaussian_diag,central,common,512,0.009096450637362518,0.1775485572148903,1.0,322.7883879882511
heavy_tailed,202,gaussian_diag,central,rare,128,0.07388422519491879,0.649144091588098,1.0,1.5192135963119153
heavy_tailed,202,gaussian_diag,central,rare,512,0.057456730162530556,0.6534462221101199,1.0,3.7091382446235115
heavy_tailed,202,gaussian_diag,extrapolated,common,128,0.12119013036106636,0.8019019149995213,1.0,3.4320341263407257
heavy_tailed,202,gaussian_diag,extrapolated,common,512,0.12814362332648324,0.8364152772761733,1.0,4.208300253860341
heavy_tailed,202,gaussian_diag,extrapolated,rare,128,0.04026054123637261,0.42498485320495133,1.0,18.272311142685314
heavy_tailed,202,gaussian_diag,extrapolated,rare,512,0.016407364000360733,0.4149891569075726,1.0,73.83387758459018
heavy_tailed,202,gaussian_rank2,boundary,common,128,0.0813418674589974,0.4717128512858764,1.0,9.53568040636241
heavy_tailed,202,gaussian_rank2,boundary,common,512,0.02990501679451242,0.4337719670894038,1.0,32.937627875234206
heavy_tailed,202,gaussian_rank2,boundary,rare,128,0.07448636165803,0.6405203574486762,1.0,5.960714614200556
heavy_tailed,202,gaussian_rank2,boundary,rare,512,0.04931616133018554,0.6198641199824083,1.0,18.39807738014142
heavy_tailed,202,gaussian_rank2,central,common,128,0.017430084222622006,0.06028000600444405,1.0,80.72397766295585
heavy_tailed,202,gaussian_rank2,central,common,512,0.013393467573705234,0.06987758840475483,1.0,315.9777731547252
heavy_tailed,202,gaussian_rank2,central,rare,128,0.2344999992720552,0.6342208481550811,1.0,2.1784426432560084
heavy_tailed,202,gaussian_rank2,central,rare,512,0.22279676559703235,0.6225176144800583,1.0,3.5797953717713558
heavy_tailed,202,gaussian_rank2,extrapolated,common,128,0.15735236003317007,0.6843117816790318,1.0,3.0543469471448135
heavy_tailed,202,gaussian_rank2,extrapolated,common,512,0.2433349814972249,0.7435239217082671,1.0,3.3122478805536733
heavy_tailed,202,gaussian_rank2,extrapolated,rare,128,0.06395080893537321,0.2082322883867934,1.0,21.550168603615248
heavy_tailed,202,gaussian_rank2,extrapolated,rare,512,0.04166970972981652,0.1544150474049086,1.0,69.41150390724955
heavy_tailed,202,gp_rbf,boundary,common,128,0.16193792359201722,0.5812073423753569,1.0,4.689970665927421
heavy_tailed,202,gp_rbf,boundary,common,512,0.029256102019569828,0.536649185400138,1.0,24.442981886062057
heavy_tailed,202,gp_rbf,boundary,rare,128,0.0634708206269347,0.7776345719897574,1.0,6.1070443136470205
heavy_tailed,202,gp_rbf,boundary,rare,512,0.05986720273240163,0.7740309540952244,1.0,8.049099024759096
heavy_tailed,202,gp_rbf,central,common,128,0.0357827150967276,0.19578565480425478,1.0,76.09631188386844
heavy_tailed,202,gp_rbf,central,common,512,0.011462821276756232,0.18058078128033872,1.0,306.1426720253272
heavy_tailed,202,gp_rbf,central,rare,128,0.021076807766026034,0.6607056098859295,1.0,3.1191966728840357
heavy_tailed,202,gp_rbf,central,rare,512,0.014741982934318165,0.6505900480889575,1.0,2.0254445490653823
heavy_tailed,202,gp_rbf,extrapolated,common,128,0.08955914926146563,0.781945650693962,1.0,36.058520915762976
heavy_tailed,202,gp_rbf,extrapolated,common,512,0.04373371386617111,0.7689887870057893,1.0,143.6147761449979
heavy_tailed,202,gp_rbf,extrapolated,rare,128,0.25652744285856977,0.4721246761593143,1.0,3.5189134466449747
heavy_tailed,202,gp_rbf,extrapolated,rare,512,0.032081583848950164,0.4002361083375389,1.0,7.482194299872407
heavy_tailed,202,mdn4,boundary,common,128,0.2668459475339172,0.25670988229281516,1.0,2.057672452307801
heavy_tailed,202,mdn4,boundary,common,512,0.2545851309778443,0.27190877841380107,1.0,5.55664512310473
heavy_tailed,202,mdn4,boundary,rare,128,,0.636080978559324,0.0,13.35282857326923
heavy_tailed,202,mdn4,boundary,rare,512,,0.6227245248519607,0.0,19.59094503742174
heavy_tailed,202,mdn4,central,common,128,0.016898810193303717,0.048517542456976454,1.0,80.80653647914282
heavy_tailed,202,mdn4,central,common,512,0.007623792979254765,0.05099096277964254,1.0,315.97426438437174
heavy_tailed,202,mdn4,central,rare,128,,0.6425475125847204,0.0,4.198898829269685
heavy_tailed,202,mdn4,central,rare,512,,0.61871205712267,0.0,2.9943849030712997
heavy_tailed,202,mdn4,extrapolated,common,128,0.3173112989488665,0.3385000002150456,1.0,2.6495063647155574
heavy_tailed,202,mdn4,extrapolated,common,512,0.14710504365813792,0.4324552890486803,1.0,6.254732905872881
heavy_tailed,202,mdn4,extrapolated,rare,128,0.0632461393536089,0.32107817997532395,0.5,8.482235963563094
heavy_tailed,202,mdn4,extrapolated,rare,512,0.03117901871295374,0.24918699266261876,0.5,22.153770870322745
heavy_tailed,202,ridge,boundary,common,128,0.12625198437089974,0.39217326873424074,1.0,4.512834840958075
heavy_tailed,202,ridge,boundary,common,512,0.052402157241788476,0.3995589950629301,1.0,25.492486801374156
heavy_tailed,202,ridge,boundary,rare,128,0.14265286994403306,0.660304552667244,1.0,8.893752144036712
heavy_tailed,202,ridge,boundary,rare,512,0.08002708231361207,0.5750625141964066,1.0,13.359838791341124
heavy_tailed,202,ridge,central,common,128,0.02528269565884021,0.023171801062257275,1.0,87.72894463789868
heavy_tailed,202,ridge,central,common,512,0.014314822295909033,0.008649732734531512,1.0,349.9777483213832
heavy_tailed,202,ridge,central,rare,128,0.19071004037932368,0.6456091793091009,1.0,3.872115052356172
heavy_tailed,202,ridge,central,rare,512,0.14819416187781131,0.6030933008075885,1.0,2.6933359228031173
heavy_tailed,202,ridge,extrapolated,common,128,0.18846173125119028,0.7609937827084634,1.0,1.8091530959686175
heavy_tailed,202,ridge,extrapolated,common,512,0.18242420284630112,0.7549562543035743,1.0,2.024570186393257
heavy_tailed,202,ridge,extrapolated,rare,128,0.09162725960461719,0.11190934457463438,1.0,11.38918936493249
heavy_tailed,202,ridge,extrapolated,rare,512,0.03986171855733264,0.17973174964662253,1.0,31.35936769673584
heavy_tailed,202,student_rank2,boundary,common,128,0.1569801112959515,0.31628747317366246,1.0,5.674806221876573
heavy_tailed,202,student_rank2,boundary,common,512,0.24178136778501677,0.40108872966272774,1.0,12.072049361508922
heavy_tailed,202,student_rank2,boundary,rare,128,0.30183774543878744,0.5320333228870896,1.0,4.190528359963296
heavy_tailed,202,student_rank2,boundary,rare,512,0.3816943776027071,0.45148085599928117,1.0,7.140805309755059
heavy_tailed,202,student_rank2,central,common,128,0.0152881253419482,0.016205259903639104,1.0,82.27404355719526
heavy_tailed,202,student_rank2,central,common,512,0.009294183643614765,0.02362680038912394,1.0,321.78310135427256
heavy_tailed,202,student_rank2,central,rare,128,0.7373480828933673,0.6466973577568299,1.0,1.1861039192806344
heavy_tailed,202,student_rank2,central,rare,512,0.7899979249557793,0.6993471998192419,1.0,1.516757881842234
heavy_tailed,202,student_rank2,extrapolated,common,128,0.1834695512321054,0.4903191248693426,1.0,1.9731096063196905
heavy_tailed,202,student_rank2,extrapolated,common,512,0.37443414515481743,0.5924702736318928,1.0,5.903281389942669
heavy_tailed,202,student_rank2,extrapolated,rare,128,0.05698499420339318,0.15784087365176422,1.0,24.12786126576413
heavy_tailed,202,student_rank2,extrapolated,rare,512,0.0481886053866212,0.12306428470001646,1.0,90.72164344706671
heavy_tailed,202,transformer_mdn4,boundary,common,128,0.2591524769788932,0.3199773458681932,1.0,5.27119896517316
heavy_tailed,202,transformer_mdn4,boundary,common,512,0.18379126200960952,0.1958872891329879,1.0,11.033510926648047
heavy_tailed,202,transformer_mdn4,boundary,rare,128,0.0653841357741691,0.6441420006711391,0.5,13.146244075350895
heavy_tailed,202,transformer_mdn4,boundary,rare,512,0.08276353177601116,0.6583534686948835,0.5,19.411103190963928
heavy_tailed,202,transformer_mdn4,central,common,128,0.021227688655199608,0.05612993036710831,1.0,86.99935718402863
heavy_tailed,202,transformer_mdn4,central,common,512,0.010307738681507058,0.04164566107649902,1.0,344.0556134746971
heavy_tailed,202,transformer_mdn4,central,rare,128,,0.6364427070066936,0.0,2.0992399270561677
heavy_tailed,202,transformer_mdn4,central,rare,512,,0.601616186386286,0.0,2.997206199022129
