law,data_seed,init,family,region,step,target,estimate,mc_se,truth,error
heavy_tailed,101,1701,flow,central,0.2,2,-0.2996769252167175,4.272053657988223e-05,-0.2,-0.0996769252167175
heavy_tailed,101,1701,flow,central,0.1,0,1.4665431091213723,0.0004590261138951,1.6,-0.1334568908786277
heavy_tailed,101,1701,flow,central,0.1,1,0.6134067622855569,0.000524002176367,0.5,0.1134067622855569
heavy_tailed,101,1701,flow,central,0.1,2,-0.3022964669043977,4.395603196820818e-05,-0.2,-0.1022964669043977
heavy_tailed,101,1701,flow,central,0.05,0,1.4684201303308275,0.0004623297007425,1.6,-0.1315798696691723
heavy_tailed,101,1701,flow,central,0.05,1,0.6142838010941788,0.0005258518045249,0.5,0.1142838010941788
heavy_tailed,101,1701,flow,central,0.05,2,-0.3029638920373956,4.437546949970559e-05,-0.2,-0.1029638920373955
heavy_tailed,101,1701,flow,boundary,0.2,0,1.06027887064384,0.0010224236187328,0.6182383242455304,0.4420405463983096
heavy_tailed,101,1701,flow,boundary,0.2,1,0.3842405221982294,0.0001684887080333,0.5,-0.1157594778017706
heavy_tailed,101,1701,flow,boundary,0.2,2,-0.1953295729247427,0.0014598879123915,-0.2,0.0046704270752573
heavy_tailed,101,1701,flow,boundary,0.1,0,1.0605807580695925,0.0010277208172505,0.6182383242455304,0.4423424338240621
heavy_tailed,101,1701,flow,boundary,0.1,1,0.383769849579943,0.000167668852707,0.5,-0.1162301504200569
heavy_tailed,101,1701,flow,boundary,0.1,2,-0.1954690945899682,0.0014638794491301,-0.2,0.0045309054100318
heavy_tailed,101,1701,flow,boundary,0.05,0,1.0606508908079992,0.0010290207585446,0.6182383242455304,0.4424125665624688
heavy_tailed,101,1701,flow,boundary,0.05,1,0.3836489403667304,0.0001674615893073,0.5,-0.1163510596332695
heavy_tailed,101,1701,flow,boundary,0.05,2,-0.1955040372811038,0.0014648595846107,-0.2,0.0044959627188962
heavy_tailed,101,1701,flow,extrapolated,0.2,0,0.2092893094519798,0.0012180216838925,1.026929748370581,-0.8176404389186012
heavy_tailed,101,1701,flow,extrapolated,0.2,1,0.0582737913011403,0.0001030692273726,0.5,-0.4417262086988596
heavy_tailed,101,1701,flow,extrapolated,0.2,2,0.027918911484334,0.0006653607548377,-0.2,0.2279189114843341
heavy_tailed,101,1701,flow,extrapolated,0.1,0,0.2077953206521413,0.0012217712729727,1.026929748370581,-0.8191344277184397
heavy_tailed,101,1701,flow,extrapolated,0.1,1,0.0577437945262954,0.0001041834642572,0.5,-0.4422562054737046
heavy_tailed,101,1701,flow,extrapolated,0.1,2,0.0284449284876658,0.0006663610878571,-0.2,0.2284449284876659
heavy_tailed,101,1701,flow,extrapolated,0.05,0,0.2074217634162941,0.0012226615595389,1.026929748370581,-0.8195079849542869
heavy_tailed,101,1701,flow,extrapolated,0.05,1,0.0576115700163667,0.000104455566581,0.5,-0.4423884299836333
heavy_tailed,101,1701,flow,extrapolated,0.05,2,0.0285767873372146,0.0006666039416175,-0.2,0.2285767873372146
heavy_tailed,101,2903,gaussian_diag,central,0.2,0,1.459319195542862,0.0001891704508447,1.6,-0.1406808044571381
heavy_tailed,101,2903,gaussian_diag,central,0.2,1,0.5212998229990915,8.414142971784337e-05,0.5,0.0212998229990915
heavy_tailed,101,2903,gaussian_diag,central,0.2,2,-0.2282771428411931,2.060330332124752e-05,-0.2,-0.0282771428411931
heavy_tailed,101,2903,gaussian_diag,central,0.1,0,1.4702417404755157,0.0001953199029246,1.6,-0.1297582595244846
heavy_tailed,101,2903,gaussian_diag,central,0.1,1,0.5229395377115904,8.869384402477868e-05,0.5,0.0229395377115904
heavy_tailed,101,2903,gaussian_diag,central,0.1,2,-0.2304496706561113,2.6305396930908653e-05,-0.2,-0.0304496706561113
heavy_tailed,101,2903,gaussian_diag,central,0.05,0,1.472984802748946,0.0001968541387178,1.6,-0.127015197251054
heavy_tailed,101,2903,gaussian_diag,central,0.05,1,0.5233393424885429,8.98439492300823e-05,0.5,0.0233393424885428
heavy_tailed,101,2903,gaussian_diag,central,0.05,2,-0.2309897225683268,2.775087310582927e-05,-0.2,-0.0309897225683268
heavy_tailed,101,2903,gaussian_diag,boundary,0.2,0,0.745890152967006,0.0003404614017333,0.6182383242455304,0.1276518287214756
heavy_tailed,101,2903,gaussian_diag,boundary,0.2,1,0.3358176081222415,0.0005888887306176,0.5,-0.1641823918777585
heavy_tailed,101,2903,gaussian_diag,boundary,0.2,2,-0.0526635080222397,0.0002902984099672,-0.2,0.1473364919777602
heavy_tailed,101,2903,gaussian_diag,boundary,0.1,0,0.7433844112685454,0.0003540146074197,0.6182383242455304,0.125146087023015
heavy_tailed,101,2903,gaussian_diag,boundary,0.1,1,0.3350929918826987,0.0006045692306435,0.5,-0.1649070081173012
heavy_tailed,101,2903,gaussian_diag,boundary,0.1,2,-0.0504540087892822,0.0002957105397411,-0.2,0.1495459912107178
heavy_tailed,101,2903,gaussian_diag,boundary,0.05,0,0.7427347621668471,0.0003575379454274,0.6182383242455304,0.1244964379213167
heavy_tailed,101,2903,gaussian_diag,boundary,0.05,1,0.3349024046900075,0.0006085682903336,0.5,-0.1650975953099925
heavy_tailed,101,2903,gaussian_diag,boundary,0.05,2,-0.0498841206550243,0.0002970833177812,-0.2,0.1501158793449756
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.2,0,-0.132700276090726,0.0001248374457245,1.026929748370581,-1.1596300244613071
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.2,1,0.0660397730251121,7.334456016360534e-05,0.5,-0.4339602269748879
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.2,2,0.0074676754695054,2.0339118288081583e-05,-0.2,0.2074676754695054
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.1,0,-0.1341371401989684,0.0001236565855099,1.026929748370581,-1.1610668885695494
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.1,1,0.0656242849741467,7.153150324882528e-05,0.5,-0.4343757150258532
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.1,2,0.0073134735976836,1.97949964996776e-05,-0.2,0.2073134735976836
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.05,0,-0.134495671590417,0.0001233520939503,1.026929748370581,-1.161425419960998
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.05,1,0.0655202634808068,7.106978351338836e-05,0.5,-0.4344797365191932
heavy_tailed,101,2903,gaussian_diag,extrapolated,0.05,2,0.0072757560714006,1.9658290653189177e-05,-0.2,0.2072757560714007
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.2,0,1.587784396571968,0.0048696349018721,1.6,-0.012215603428032
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.2,1,0.5322138086353191,0.0041083185314395,0.5,0.032213808635319
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.2,2,-0.2465879050893619,0.0007577833555647,-0.2,-0.0465879050893619
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.1,0,1.6071677551150507,0.0048931316238941,1.6,0.0071677551150506
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.1,1,0.5336205732975221,0.0040868301531172,0.5,0.0336205732975221
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.1,2,-0.2495735327455597,0.000761052303723,-0.2,-0.0495735327455597
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.05,0,1.612080024853819,0.004898969952992,1.6,0.0120800248538188
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.05,1,0.5339619630855084,0.0040810742318775,0.5,0.0339619630855083
nonlinear_heteroskedastic,303,2903,gaussian_rank2,central,0.05,2,-0.2503448546608361,0.0007617461840028,-0.2,-0.0503448546608361
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.2,0,0.7074442608681472,0.0007742903987627,0.6182383242455304,0.0892059366226167
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.2,1,0.4796267967223211,0.0013771793600641,0.5,-0.0203732032776788
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.2,2,-0.1404099580153566,0.0010719478243483,-0.2,0.0595900419846433
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.1,0,0.7025153556411453,0.0007932693722684,0.6182383242455304,0.0842770313956149
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.1,1,0.479879064087216,0.0013831348990421,0.5,-0.020120935912784
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.1,2,-0.1400503843352499,0.0010767262828244,-0.2,0.05994961566475
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.05,0,0.7012705849855664,0.0007980531588379,0.6182383242455304,0.083032260740036
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.05,1,0.4799379249843318,0.0013846428736904,0.5,-0.0200620750156681
nonlinear_heteroskedastic,303,2903,gaussian_rank2,boundary,0.05,2,-0.139948152419834,0.0010779586175687,-0.2,0.060051847580166
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.2,0,0.0588646906477221,0.0003337814559376,1.026929748370581,-0.9680650577228588
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.2,1,0.2307403804673033,0.0019099328625266,0.5,-0.2692596195326967
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.2,2,0.074431746583628,0.0002261183249791,-0.2,0.274431746583628
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.1,0,0.0578736058765457,0.0003332915080969,1.026929748370581,-0.9690561424940352
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.1,1,0.2304803968557848,0.0019071954989812,0.5,-0.2695196031442152
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.1,2,0.0747945245234829,0.0002228652504401,-0.2,0.2747945245234829
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.05,0,0.0576228503867833,0.0003331610349241,1.026929748370581,-0.9693068979837977
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.05,1,0.2304177339385601,0.001906498320516,0.5,-0.2695822660614398
nonlinear_heteroskedastic,303,2903,gaussian_rank2,extrapolated,0.05,2,0.0748813917605684,0.0002220315137983,-0.2,0.2748813917605684
linear_gaussian,202,1701,gaussian_rank2,central,0.2,0,0.8855730840776334,0.0008329883477216,0.8,0.0855730840776333
linear_gaussian,202,1701,gaussian_rank2,central,0.2,1,0.6906632826794125,0.0060407795752137,0.5,0.1906632826794124
linear_gaussian,202,1701,gaussian_rank2,central,0.2,2,-0.2390316155213301,0.0016331484053365,-0.2,-0.03903161552133
linear_gaussian,202,1701,gaussian_rank2,central,0.1,0,0.8874527259621244,0.0008092643309656,0.8,0.0874527259621243
linear_gaussian,202,1701,gaussian_rank2,central,0.1,1,0.6983942823794091,0.0061798806711966,0.5,0.1983942823794091
linear_gaussian,202,1701,gaussian_rank2,central,0.1,2,-0.2405892457151372,0.0016511697171607,-0.2,-0.0405892457151371
linear_gaussian,202,1701,gaussian_rank2,central,0.05,0,0.8879291199116772,0.00080312139348,0.8,0.0879291199116771
linear_gaussian,202,1701,gaussian_rank2,central,0.05,1,0.7003740168189544,0.0062155567971437,0.5,0.2003740168189544
linear_gaussian,202,1701,gaussian_rank2,central,0.05,2,-0.2409843905006875,0.0016558647257236,-0.2,-0.0409843905006875
linear_gaussian,202,1701,gaussian_rank2,boundary,0.2,0,0.7575122389172965,0.0030365306770503,0.8,-0.0424877610827035
linear_gaussian,202,1701,gaussian_rank2,boundary,0.2,1,0.294445355058378,0.002263444522914,0.5,-0.205554644941622
linear_gaussian,202,1701,gaussian_rank2,boundary,0.2,2,-0.1472514306333576,0.001366013538694,-0.2,0.0527485693666423
linear_gaussian,202,1701,gaussian_rank2,boundary,0.1,0,0.7622842187897776,0.0031084362174803,0.8,-0.0377157812102224
linear_gaussian,202,1701,gaussian_rank2,boundary,0.1,1,0.2937385082872314,0.0022545169373505,0.5,-0.2062614917127685
linear_gaussian,202,1701,gaussian_rank2,boundary,0.1,2,-0.148767484790894,0.0013821971566947,-0.2,0.051232515209106
linear_gaussian,202,1701,gaussian_rank2,boundary,0.05,0,0.7635037331864988,0.003126699487086,0.8,-0.0364962668135012
linear_gaussian,202,1701,gaussian_rank2,boundary,0.05,1,0.2935646486710238,0.0022521491894571,0.5,-0.2064353513289762
linear_gaussian,202,1701,gaussian_rank2,boundary,0.05,2,-0.1491559454232635,0.0013862878633899,-0.2,0.0508440545767364
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.2,0,-0.002615437945036,0.001158662644101,0.8,-0.8026154379450361
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.2,1,-0.0879665810571157,0.0021049938786114,0.5,-0.5879665810571157
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.2,2,0.1021388143255023,0.0014323919961887,-0.2,0.3021388143255024
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.1,0,-0.0042556485084277,0.0011568159000068,0.8,-0.8042556485084278
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.1,1,-0.088386836954041,0.0021072553063045,0.5,-0.588386836954041
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.1,2,0.1025398657545989,0.0014319260231038,-0.2,0.3025398657545989
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.05,0,-0.0046645717395477,0.0011563422692019,0.8,-0.8046645717395478
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.05,1,-0.088491321930097,0.0021078061564567,0.5,-0.588491321930097
linear_gaussian,202,1701,gaussian_rank2,extrapolated,0.05,2,0.1026394080502487,0.0014318097141405,-0.2,0.3026394080502487
heavy_tailed,202,2903,transformer_mdn4,central,0.2,0,1.5155301955764484,0.0100320241978444,1.6,-0.0844698044235516
heavy_tailed,202,2903,transformer_mdn4,central,0.2,1,0.4053554746549877,0.0035711138644562,0.5,-0.0946445253450122
heavy_tailed,202,2903,transformer_mdn4,central,0.2,2,-0.1157889794791076,0.0011774147749606,-0.2,0.0842110205208924
heavy_tailed,202,2903,transformer_mdn4,central,0.1,0,1.5237860282846665,0.0088146715179122,1.6,-0.0762139717153336
heavy_tailed,202,2903,transformer_mdn4,central,0.1,1,0.3947594747590471,0.0052451430561963,0.5,-0.1052405252409529
heavy_tailed,202,2903,transformer_mdn4,central,0.1,2,-0.1078903586599639,0.0014612542443814,-0.2,0.0921096413400361
heavy_tailed,202,2903,transformer_mdn4,central,0.05,0,1.5144155580133123,0.0220669093288317,1.6,-0.0855844419866878
heavy_tailed,202,2903,transformer_mdn4,central,0.05,1,0.3898916549280998,0.0019795067283252,0.5,-0.1101083450719002
heavy_tailed,202,2903,transformer_mdn4,central,0.05,2,-0.1077126442901426,0.0046520410934754,-0.2,0.0922873557098573
heavy_tailed,202,2903,transformer_mdn4,boundary,0.2,0,0.7502406225316522,0.0014688281650313,0.6182383242455304,0.1320022982861218
heavy_tailed,202,2903,transformer_mdn4,boundary,0.2,1,0.383603948721696,0.0030663778348475,0.5,-0.1163960512783039
heavy_tailed,202,2903,transformer_mdn4,boundary,0.2,2,-0.3010517742750354,0.0076293280931013,-0.2,-0.1010517742750353
heavy_tailed,202,2903,transformer_mdn4,boundary,0.1,0,0.7644207051179922,0.0080365173264528,0.6182383242455304,0.1461823808724618
heavy_tailed,202,2903,transformer_mdn4,boundary,0.1,1,0.3742364389299091,0.0032295859736744,0.5,-0.1257635610700908
heavy_tailed,202,2903,transformer_mdn4,boundary,0.1,2,-0.3060642982275925,0.0105064549867298,-0.2,-0.1060642982275925
heavy_tailed,202,2903,transformer_mdn4,boundary,0.05,0,0.7645983322531199,0.0280280852877203,0.6182383242455304,0.1463600080075895
heavy_tailed,202,2903,transformer_mdn4,boundary,0.05,1,0.3821218724700093,0.0048296234428546,0.5,-0.1178781275299907
heavy_tailed,202,2903,transformer_mdn4,boundary,0.05,2,-0.306651267123435,0.0109447706655365,-0.2,-0.106651267123435
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.2,0,0.0570044766367587,0.0007679148780915,1.026929748370581,-0.9699252717338224
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.2,1,-0.0078146274031621,0.0014929516086042,0.5,-0.5078146274031622
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.2,2,0.0249767562184779,0.0019918562588398,-0.2,0.2249767562184779
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.1,0,0.0573783751438531,0.0018724829176297,1.026929748370581,-0.969551373226728
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.1,1,-0.0100356871143408,0.0027340476831392,0.5,-0.5100356871143409
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.1,2,0.0262300771014536,0.0032972779515158,-0.2,0.2262300771014537
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.05,0,0.0542288146063637,0.0040274353570674,1.026929748370581,-0.9727009337642172
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.05,1,-0.0065423879269144,0.0102612745816312,0.5,-0.5065423879269144
heavy_tailed,202,2903,transformer_mdn4,extrapolated,0.05,2,0.0281034690157031,0.0083982281584371,-0.2,0.2281034690157032
linear_gaussian,202,1701,transformer_mdn4,central,0.2,0,0.6574930462641898,0.0040359712792838,0.8,-0.1425069537358102
linear_gaussian,202,1701,transformer_mdn4,central,0.2,1,0.2824812128726673,0.0014586072469324,0.5,-0.2175187871273326
linear_gaussian,202,1701,transformer_mdn4,central,0.2,2,-0.2320981105050741,0.001354364993967,-0.2,-0.0320981105050741
linear_gaussian,202,1701,transformer_mdn4,central,0.1,0,0.6397939639459577,0.0041793431870241,0.8,-0.1602060360540423
linear_gaussian,202,1701,transformer_mdn4,central,0.1,1,0.2657429435734817,0.0053444892606551,0.5,-0.2342570564265182
linear_gaussian,202,1701,transformer_mdn4,central,0.1,2,-0.2333395819988866,0.0021220350560495,-0.2,-0.0333395819988866
linear_gaussian,202,1701,transformer_mdn4,central,0.05,0,0.6299195823783252,0.0087153690429964,0.8,-0.1700804176216748
linear_gaussian,202,1701,transformer_mdn4,central,0.05,1,0.2615455091709999,0.0084689207525506,0.5,-0.238454490829
linear_gaussian,202,1701,transformer_mdn4,central,0.05,2,-0.234739168048744,0.0024511964577399,-0.2,-0.034739168048744
linear_gaussian,202,1701,transformer_mdn4,boundary,0.2,0,0.7879276171931386,0.0045811058620558,0.8,-0.0120723828068614
linear_gaussian,202,1701,transformer_mdn4,boundary,0.2,1,0.5591947542945378,0.003819310294976,0.5,0.0591947542945378
linear_gaussian,202,1701,transformer_mdn4,boundary,0.2,2,-0.2829911147414057,0.0008095617484976,-0.2,-0.0829911147414056
linear_gaussian,202,1701,transformer_mdn4,boundary,0.1,0,0.7940970997378383,0.0063475171716687,0.8,-0.0059029002621617
linear_gaussian,202,1701,transformer_mdn4,boundary,0.1,1,0.5675113983933052,0.0031530359450546,0.5,0.0675113983933052
linear_gaussian,202,1701,transformer_mdn4,boundary,0.1,2,-0.2915605794937166,0.0011443484559961,-0.2,-0.0915605794937166
linear_gaussian,202,1701,transformer_mdn4,boundary,0.05,0,0.7948999483060204,0.0069528740784331,0.8,-0.0051000516939796
linear_gaussian,202,1701,transformer_mdn4,boundary,0.05,1,0.5695628098234033,0.0071685535667829,0.5,0.0695628098234033
linear_gaussian,202,1701,transformer_mdn4,boundary,0.05,2,-0.2918109225871689,0.0018546769297726,-0.2,-0.0918109225871689
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.2,0,0.0269328864892208,0.0024139498529567,0.8,-0.7730671135107793
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.2,1,-0.0092378544326167,0.0041885811389164,0.5,-0.5092378544326168
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.2,2,0.0352470643433533,0.0064014155527878,-0.2,0.2352470643433534
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.1,0,0.030413394564042,0.0017176979901568,0.8,-0.769586605435958
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.1,1,-0.011778952410257,0.0041566623177256,0.5,-0.5117789524102571
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.1,2,0.041782108588862,0.0073614268401017,-0.2,0.2417821085888621
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.05,0,0.0303465290402349,0.0017323505435065,0.8,-0.7696534709597651
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.05,1,-0.0141754548309939,0.0026550217539668,0.5,-0.5141754548309939
linear_gaussian,202,1701,transformer_mdn4,extrapolated,0.05,2,0.0505902011456147,0.0047846489313468,-0.2,0.2505902011456148
bimodal,202,2903,student_rank2,central,0.2,0,2.386509072581598,0.0014408973988695,2.25,0.1365090725815978
bimodal,202,2903,student_rank2,central,0.2,1,1.1817776567403666,0.0005411586560806,1.05,0.1317776567403665
bimodal,202,2903,student_rank2,central,0.2,2,-0.3302308349127625,0.002263505848773,-0.35,0.0197691650872374
bimodal,202,2903,student_rank2,central,0.1,0,2.418291271164303,0.0014701777132111,2.25,0.1682912711643029
bimodal,202,2903,student_rank2,central,0.1,1,1.1879616585103174,0.0006112303226015,1.05,0.1379616585103174
bimodal,202,2903,student_rank2,central,0.1,2,-0.3332341544090498,0.0023429509988022,-0.35,0.0167658455909501
bimodal,202,2903,student_rank2,central,0.05,0,2.426408609039823,0.0014777374470311,2.25,0.1764086090398229
bimodal,202,2903,student_rank2,central,0.05,1,1.1894996260655528,0.0006291083108969,1.05,0.1394996260655527
bimodal,202,2903,student_rank2,central,0.05,2,-0.3339895230544634,0.0023632436463743,-0.35,0.0160104769455365
bimodal,202,2903,student_rank2,boundary,0.2,0,1.249472854561368,0.0031195922641787,0.9347346089919524,0.3147382455694157
bimodal,202,2903,student_rank2,boundary,0.2,1,0.8305486251908524,0.0025302855325163,0.7678045486315878,0.0627440765592646
bimodal,202,2903,student_rank2,boundary,0.2,2,-0.2979390162081372,0.0010689536241117,-0.2730376041722512,-0.0249014120358859
bimodal,202,2903,student_rank2,boundary,0.1,0,1.2434749546509771,0.0031379965706344,0.9347346089919524,0.3087403456590248
bimodal,202,2903,student_rank2,boundary,0.1,1,0.8315104544109678,0.0025501715795668,0.7678045486315878,0.06370590577938
bimodal,202,2903,student_rank2,boundary,0.1,2,-0.2970627130577576,0.0010864665090406,-0.2730376041722512,-0.0240251088855064
bimodal,202,2903,student_rank2,boundary,0.05,0,1.24194175624519,0.0031425991183067,0.9347346089919524,0.3072071472532377
bimodal,202,2903,student_rank2,boundary,0.05,1,0.831746566143217,0.0025551289857494,0.7678045486315878,0.0639420175116292
bimodal,202,2903,student_rank2,boundary,0.05,2,-0.2968436651978391,0.0010908751978078,-0.2730376041722512,-0.0238060610255879
bimodal,202,2903,student_rank2,extrapolated,0.2,0,0.0230637424240261,0.0051922353236414,1.0442146957146352,-1.0211509532906091
bimodal,202,2903,student_rank2,extrapolated,0.2,1,0.0163150155240108,0.0041345139814383,0.5146257246757381,-0.4983107091517272
bimodal,202,2903,student_rank2,extrapolated,0.2,2,-0.291780277681565,0.0006852469001071,-0.203988834002474,-0.087791443679091
bimodal,202,2903,student_rank2,extrapolated,0.1,0,0.0212347372954295,0.0051898233018461,1.0442146957146352,-1.0229799584192056
bimodal,202,2903,student_rank2,extrapolated,0.1,1,0.0145902008698139,0.004131716087732,0.5146257246757381,-0.5000355238059241
bimodal,202,2903,student_rank2,extrapolated,0.1,2,-0.2922788218038608,0.0006841538108465,-0.203988834002474,-0.0882899878013867
bimodal,202,2903,student_rank2,extrapolated,0.05,0,0.02077987170131,0.0051892492508234,1.0442146957146352,-1.023434824013325
bimodal,202,2903,student_rank2,extrapolated,0.05,1,0.0141572639988877,0.0041310265778664,0.5146257246757381,-0.5004684606768504
bimodal,202,2903,student_rank2,extrapolated,0.05,2,-0.2924062419397126,0.000683883523602,-0.203988834002474,-0.0884174079372385
heavy_tailed,101,2903,mdn4,central,0.2,0,1.6605827111888602,0.000901655492847,1.6,0.0605827111888601
heavy_tailed,101,2903,mdn4,central,0.2,1,0.6307946003544403,0.0032916614642793,0.5,0.1307946003544403
heavy_tailed,101,2903,mdn4,central,0.2,2,-0.2188924956089961,0.0006352116006856,-0.2,-0.0188924956089961
heavy_tailed,101,2903,mdn4,central,0.1,0,1.69571469031368,0.0024089581453416,1.6,0.0957146903136798
heavy_tailed,101,2903,mdn4,central,0.1,1,0.6465952672030092,0.0044648876059904,0.5,0.1465952672030092
heavy_tailed,101,2903,mdn4,central,0.1,2,-0.2207509213612387,0.00211518554244,-0.2,-0.0207509213612387
heavy_tailed,101,2903,mdn4,central,0.05,0,1.7108796335178376,0.0007437784383857,1.6,0.1108796335178374
heavy_tailed,101,2903,mdn4,central,0.05,1,0.6538463650644695,0.0041269862330621,0.5,0.1538463650644694
heavy_tailed,101,2903,mdn4,central,0.05,2,-0.2200763341150264,0.0011558650340251,-0.2,-0.0200763341150264
heavy_tailed,101,2903,mdn4,boundary,0.2,0,0.6569494300885247,0.0034279486201613,0.6182383242455304,0.0387111058429943
heavy_tailed,101,2903,mdn4,boundary,0.2,1,0.2485230014986208,0.0020744311545203,0.5,-0.2514769985013791
heavy_tailed,101,2903,mdn4,boundary,0.2,2,-0.1950142602433944,0.0013380737853106,-0.2,0.0049857397566056
heavy_tailed,101,2903,mdn4,boundary,0.1,0,0.6537764703571277,0.0049972718615147,0.6182383242455304,0.0355381461115973
heavy_tailed,101,2903,mdn4,boundary,0.1,1,0.2520639633089193,0.0031671751651784,0.5,-0.2479360366910807
heavy_tailed,101,2903,mdn4,boundary,0.1,2,-0.1968917085230392,0.0024735998120338,-0.2,0.0031082914769607
heavy_tailed,101,2903,mdn4,boundary,0.05,0,0.6513707156313927,0.005197836967804,0.6182383242455304,0.0331323913858623
heavy_tailed,101,2903,mdn4,boundary,0.05,1,0.2518240570719626,0.0050157444232781,0.5,-0.2481759429280373
heavy_tailed,101,2903,mdn4,boundary,0.05,2,-0.1932425496245199,0.0023980126158372,-0.2,0.00675745037548
heavy_tailed,101,2903,mdn4,extrapolated,0.2,0,-0.1762933796827505,0.0048758277064874,1.026929748370581,-1.2032231280533316
heavy_tailed,101,2903,mdn4,extrapolated,0.2,1,-0.1909552716797064,0.0058772861317844,0.5,-0.6909552716797064
heavy_tailed,101,2903,mdn4,extrapolated,0.2,2,-0.0841555758885749,0.0016566652510402,-0.2,0.1158444241114251
heavy_tailed,101,2903,mdn4,extrapolated,0.1,0,-0.1735172828322817,0.0054399583880537,1.026929748370581,-1.2004470312028628
heavy_tailed,101,2903,mdn4,extrapolated,0.1,1,-0.1889040838110671,0.0036952891043471,0.5,-0.6889040838110672
heavy_tailed,101,2903,mdn4,extrapolated,0.1,2,-0.0848754436887196,0.0031756335012741,-0.2,0.1151245563112803
heavy_tailed,101,2903,mdn4,extrapolated,0.05,0,-0.1886436664663482,0.0187046618448158,1.026929748370581,-1.2155734148369293
heavy_tailed,101,2903,mdn4,extrapolated,0.05,1,-0.1954730205422317,0.0080388767573805,0.5,-0.6954730205422317
heavy_tailed,101,2903,mdn4,extrapolated,0.05,2,-0.0879389883066613,0.0052929354353329,-0.2,0.1120610116933387
heavy_tailed,101,1701,gaussian_rank2,central,0.2,0,1.57293738414693,0.0007480412906487,1.6,-0.02706261585307
heavy_tailed,101,1701,gaussian_rank2,central,0.2,1,0.567371060309685,0.0008480655277612,0.5,0.0673710603096849
heavy_tailed,101,1701,gaussian_rank2,central,0.2,2,-0.3892115345869871,0.0034181032927258,-0.2,-0.189211534586987
heavy_tailed,101,1701,gaussian_rank2,central,0.1,0,1.5949513144013512,0.0008477545585621,1.6,-0.0050486855986489
heavy_tailed,101,1701,gaussian_rank2,central,0.1,1,0.5716967670871623,0.0008423777844292,0.5,0.0716967670871623
