law,data_seed,family,region,energy,mean_squared_error,coverage90,width90,tail_brier,tail_probability_abs_error,sampling_seconds_per_history,energy_flow,mean_squared_error_flow,coverage90_flow,width90_flow,tail_brier_flow,tail_probability_abs_error_flow,sampling_seconds_per_history_flow,energy_delta_vs_flow,mean_squared_error_delta_vs_flow,coverage90_delta_vs_flow,width90_delta_vs_flow,tail_brier_delta_vs_flow,tail_probability_abs_error_delta_vs_flow,sampling_seconds_per_history_delta_vs_flow
bimodal,303,gaussian_rank2,extrapolated,0.5591666222274997,0.16086883866977655,0.7747938368055555,1.2409763142373902,0.11585203806559245,0.21287434895833335,2.6083334281186883e-05,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,-0.07785308229273924,-0.0457361906280323,-0.15633138020833337,-0.515691503641269,-0.28065363566080725,-0.35830078125,-0.001756584186902413
bimodal,303,gp_rbf,boundary,0.47199778288061095,0.008205403463045675,0.8832465277777778,1.3242552304907305,0.053316752115885414,0.06848958333333333,2.723958217150842e-05,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.03456966153188995,0.004379902024113721,-0.02341037326388884,-0.15287445696032442,-0.014575322469075523,-0.061686197916666685,-0.0017649643972010918
bimodal,303,gp_rbf,central,0.6285900572336011,0.004025686205363013,0.7888454861111112,1.3327235799471648,0.0488427480061849,0.021777343749999973,2.790279055867965e-05,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.05059764462333427,0.0017610611390456794,-0.08987087673611105,-0.1862260613989135,-0.001211484273274735,-0.014436848958333321,-0.0017593654592928702
bimodal,303,gp_rbf,extrapolated,1.3791974172601067,1.3374477458168295,0.7280815972222222,2.5035765902227736,0.0487372080485026,0.0185872395833333,2.2335041042727728e-05,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,0.7421777127398678,1.1308427165190207,-0.20304361979166663,0.7469087723441143,-0.3477684656778971,-0.552587890625,-0.0017603324801408722
bimodal,303,mdn4,boundary,0.43116359945112404,0.00365754953071531,0.9044325086805555,1.4793447137477724,0.04936027526855469,0.026367187499999955,0.0001566215202425,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,-0.006264521897596964,-0.00016795190821664377,-0.0022243923611111605,0.0022150262967175482,-0.01853179931640625,-0.10380859375000005,-0.0016355824591301003
bimodal,303,mdn4,central,0.5747577580698585,0.004987206313135959,0.8796115451388888,1.498304528666486,0.04941368103027344,0.02949218749999998,0.0001438498329662,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,-0.003234654540408277,0.002722581246818626,0.0008951822916666297,-0.020645112679592348,-0.0006405512491861956,-0.0067220052083333155,-0.0016434184168853498
bimodal,303,mdn4,extrapolated,0.5893174616710198,0.24078373420685728,0.8653157552083334,1.858373787493426,0.06874815622965495,0.11954752604166667,0.00015251997804925,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,-0.04770224284921909,0.034178704909048424,-0.06580946180555547,0.10170596961476686,-0.32775751749674475,-0.45162760416666664,-0.00163014754313435
bimodal,303,ridge,boundary,0.45289390762706344,0.010175159941051963,0.9021267361111112,1.5484041356053455,0.08253415425618489,0.17932942708333335,1.0262165839473406e-05,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.015465786278342442,0.00634965850212001,-0.004530164930555469,0.07127444815429063,0.014642079671223954,0.04915364583333334,-0.0017819418135331267
bimodal,303,ridge,central,0.5912470268279687,0.003677908234487821,0.9011501736111112,1.573192620047312,0.04859097798665365,0.01526692708333327,9.2569583406051e-06,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.01325461421770191,0.0014132831681704875,0.02243381076388895,0.054242978701233735,-0.001463254292805985,-0.020947265625000024,-0.0017780112915109449
bimodal,303,ridge,extrapolated,1.9248027090067403,1.897729237782811,0.5441080729166666,1.5660336648620568,0.9433752695719401,0.9469075520833332,9.121499412382642e-06,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,1.2877830044865015,1.6911242084850022,-0.3870171440972222,-0.19063415301660247,0.5468695958455403,0.3757324218749999,-0.0017735460217712172
bimodal,303,student_rank2,boundary,0.4389474310298744,0.004552721555281198,0.8950737847222222,1.4446359347828943,0.06613000233968098,0.13025716145833335,2.5056416537457455e-05,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.0015193096811533802,0.0007272201163492438,-0.01158311631944442,-0.03249375266816057,-0.0017620722452799525,8.138020833334259e-05,-0.0017671475628351428
bimodal,303,student_rank2,central,0.5943876670732994,0.013956724913268957,0.9212510850694445,1.7779094631830363,0.0525061289469401,0.0484700520833333,2.5877605366986245e-05,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.016395254463032582,0.011692099846951624,0.04253472222222232,0.258959821836958,0.0024518966674804688,0.012255859375000004,-0.0017613906444845636
bimodal,303,student_rank2,extrapolated,0.5754125588644204,0.17303828435813987,0.7663031684027778,1.1774627337729873,0.10283788045247395,0.17991536458333335,3.1184895002904035e-05,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,-0.061607145655818485,-0.03356674493966899,-0.16482204861111105,-0.579205084105672,-0.2936677932739258,-0.391259765625,-0.0017514826261806958
bimodal,303,transformer_mdn4,boundary,0.4287839008968748,0.0021474015432402706,0.9159071180555555,1.462762180480861,0.05023606618245443,0.03566080729166663,0.0014270173536108498,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,-0.008644220451846207,-0.0016780998956916833,0.00925021701388884,-0.014367506970193844,-0.017656008402506508,-0.09451497395833339,-0.00036518662576175034
bimodal,303,transformer_mdn4,central,0.5774340905311265,0.004935296968540896,0.84326171875,1.4134296657201884,0.048969268798828125,0.021061197916666625,0.0014897716876778502,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,-0.0005583220791403054,0.002670671902223563,-0.03545464409722221,-0.10551997562589,-0.001084963480631508,-0.01515299479166667,-0.0002974965621736997
bimodal,303,transformer_mdn4,extrapolated,0.5929986563590873,0.23024420981763996,0.7919108072916666,1.6008081137249521,0.07473309834798177,0.13782552083333333,0.00153765537470455,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,-0.0440210481611516,0.023639180519831104,-0.1392144097222222,-0.1558597041537071,-0.32177257537841797,-0.433349609375,-0.00024501214647905
heavy_tailed,101,edm,boundary,0.27530150140735776,0.004607476758289769,0.8978678385416666,0.8179077254894841,0.04952176411946615,0.02783203124999997,0.0018760251659840999,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,5.678026357941457e-05,0.0010556667624448332,0.01036241319444442,0.04825694017323601,-0.006109555562337235,-0.04122721354166667,8.239235345774997e-05
heavy_tailed,101,edm,central,0.25813323997766163,0.0015953357399269292,0.8820529513888888,0.7353039657918354,0.049941062927246094,0.031233723958333303,0.00186677604142455,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.0013436353031567871,0.0005043810126181599,-0.006944444444444531,-0.00986610493020601,0.00024286905924478935,0.0008138020833333426,-0.00031547743734939996
heavy_tailed,101,edm,extrapolated,0.668155807629189,0.22587378499210642,0.6442328559027778,0.9849824587717483,0.29371070861816406,0.4483072916666666,0.00187612152027815,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.028119800744494605,0.014887290416357751,-0.10069444444444442,-0.1831312039867724,-0.20032246907552081,-0.18886718749999998,8.663193754424991e-05
heavy_tailed,101,flow,boundary,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy_tailed,101,flow,central,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy_tailed,101,flow,extrapolated,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy_tailed,101,gaussian_diag,boundary,0.26921376622012055,0.0008860471655632861,0.87109375,0.7130219833095888,0.04925378163655599,0.024593098958333285,1.2909707341653606e-05,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,-0.006030954923657794,-0.0026657628302816493,-0.01641167534722221,-0.05662880200665932,-0.006377538045247391,-0.04446614583333336,-0.0017807231051846964
heavy_tailed,101,gaussian_diag,central,0.26218899505331045,0.0015468261857743014,0.9062228732638888,0.7960421723605747,0.049407005310058594,0.026708984374999977,1.3359374861465767e-05,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.005399390378805602,0.0004558714584655321,0.01722547743055547,0.050872101638533285,-0.00029118855794271065,-0.0037109374999999833,-0.0021688941039124843
heavy_tailed,101,gaussian_diag,extrapolated,0.6702222122439904,0.22406631945405797,0.3958875868055556,0.6416955390992435,0.057471911112467446,0.069091796875,1.5684895818897836e-05,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.030186205359295948,0.013079824878309304,-0.34903971354166663,-0.5264181236592772,-0.4365612665812174,-0.5680826822916666,-0.0017738046869150022
heavy_tailed,101,gaussian_rank2,boundary,0.2703801575910751,0.0018972273860781662,0.8763292100694445,0.7398713689131609,0.05092620849609375,0.04062499999999997,2.0410604823458318e-05,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,-0.0048645635527032605,-0.0016545826097667693,-0.011176215277777679,-0.029779416403087233,-0.004705111185709633,-0.028434244791666674,-0.0017732222077028916
heavy_tailed,101,gaussian_rank2,central,0.2598025232258658,0.0012877099850794672,0.9115668402777778,0.8178011557741781,0.05194505055745443,0.042529296874999956,2.2020833663797628e-05,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.0030129185513609325,0.00019675525777069786,0.02256944444444442,0.07263108505213667,0.002246856689453125,0.012109374999999995,-0.0021602326451101526
heavy_tailed,101,gaussian_rank2,extrapolated,0.5836227109779378,0.19610181235982405,0.6617838541666666,0.9994179648007244,0.06369463602701823,0.09456380208333333,2.353037537735266e-05,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,-0.05641329590675659,-0.014884682215924622,-0.08314344618055558,-0.16869569795779626,-0.43033854166666663,-0.5426106770833332,-0.0017659592073565474
heavy_tailed,101,gp_rbf,boundary,0.2796901996360553,0.0016269334683163916,0.9252387152777778,0.9659340942355911,0.059880574544270836,0.1033203125,2.727779307557891e-05,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,0.004445478492276944,-0.001924876527528544,0.03773328993055558,0.19628330891934298,0.0042492548624674525,0.034261067708333356,-0.001766355019450771
heavy_tailed,101,gp_rbf,central,0.267633326570824,0.0009174099024795183,0.9280056423611112,0.940073137411381,0.0613104502360026,0.10901692708333333,2.6501751563046128e-05,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.010843721896319158,-0.000173544824829251,0.03900824652777779,0.19490306668933954,0.011612256368001297,0.07859700520833336,-0.002155751727210904
heavy_tailed,101,gp_rbf,extrapolated,0.9415599635453483,0.6393275049369266,0.7266167534722222,1.7776710838781542,0.04956181844075521,0.032161458333333316,2.3196165178281564e-05,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.3015239566606539,0.4283410103611779,-0.018310546875,0.6095574211196335,-0.4444713592529297,-0.6050130208333333,-0.0017662934175556185
heavy_tailed,101,mdn4,boundary,0.27071247976836976,0.002027979038493029,0.8692220052083334,0.7357754633700265,0.051621437072753906,0.047216796874999974,0.00014723522933,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,-0.0045322413754085855,-0.0015238309573519064,-0.01828342013888884,-0.03387532194622156,-0.004009882609049477,-0.021842447916666667,-0.00164639758319635
heavy_tailed,101,mdn4,central,0.2566592291837345,0.0011329829140190146,0.894775390625,0.7497282251615941,0.049241065979003906,0.0235188802083333,0.0001402908128511,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,-0.00013037549077032917,4.20281867102453e-05,0.00577799479166663,0.004558154439552653,-0.00045712788899739815,-0.0069010416666666595,-0.00204196266592285
heavy_tailed,101,mdn4,extrapolated,0.7494129473858245,0.3730824237509378,0.607638888888889,1.311541299867773,0.06658395131429036,0.11258138020833335,0.00013668141643085,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.10937694050113012,0.16209592917518914,-0.13728841145833326,0.14342763710925222,-0.42744922637939453,-0.5245930989583333,-0.00165280816630305
heavy_tailed,101,ridge,boundary,0.284966192534178,0.006919631822334567,0.9125434027777778,0.8674582785499085,0.0608984629313151,0.09794921875,8.904540057604512e-06,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,0.009721471390399639,0.003367821826489631,0.02503797743055558,0.09780749323366045,0.005267143249511719,0.028889973958333356,-0.0017847282724687454
heavy_tailed,101,ridge,central,0.261768170592187,0.0017420318652031867,0.9246961805555555,0.8546899209827264,0.05242729187011719,0.05374348958333331,9.034706939322254e-06,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.004978565917682143,0.0006510771378944174,0.0356987847222221,0.109519850260685,0.002729098002115883,0.02332356770833335,-0.0021732187718346277
heavy_tailed,101,ridge,extrapolated,1.3682905945404962,0.8380341420068413,0.57470703125,0.8608504231634259,0.9489103953043619,0.9498372395833332,8.793416782282293e-06,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.7282545876558018,0.6270476474310926,-0.1702202690972222,-0.30726323959509483,0.45487721761067706,0.31266276041666663,-0.0017806961659516177
heavy_tailed,101,student_rank2,boundary,0.26767441946386716,0.0011256189481123257,0.8599717881944445,0.6975802390448264,0.05025291442871094,0.034407552083333307,2.4668394568531465e-05,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,-0.007570301679911184,-0.00242619104773261,-0.02753363715277768,-0.07207054627142173,-0.005378405253092446,-0.034651692708333334,-0.0017689644179578184
heavy_tailed,101,student_rank2,central,0.255982998940018,0.000877191199007929,0.8888075086805555,0.7316865740907645,0.04863897959391276,0.015804036458333292,2.503297946532257e-05,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,-0.0008066057344868205,-0.0002137635283008403,-0.00018988715277790114,-0.013483496631276903,-0.0010592142740885463,-0.014615885416666669,-0.0021572204993086275
heavy_tailed,101,student_rank2,extrapolated,0.6433857650451632,0.2311840717604773,0.5845811631944444,0.9824802001935292,0.06299654642740886,0.09231770833333332,3.252256162037762e-05,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,0.0033497581604687854,0.020197577184728643,-0.1603461371527778,-0.18563346256499147,-0.431036631266276,-0.5448567708333333,-0.0017569670211135223
heavy_tailed,101,transformer_mdn4,boundary,0.26801634391617274,0.0016352219476005502,0.8846299913194445,0.775471244334541,0.04976367950439453,0.032438151041666634,0.00146041058299785,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499,-0.007228377227605609,-0.0019165880482443854,-0.002875434027777679,0.005820459018292867,-0.005867640177408852,-0.03662109375000001,-0.00033322222952849993
heavy_tailed,101,transformer_mdn4,central,0.25960056927637626,0.002227982196017373,0.8849012586805555,0.7399151094970423,0.04939905802408854,0.028906249999999977,0.0015171467093750498,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395,0.002810964601871413,0.0011370274687086035,-0.004096137152777901,-0.005254961224999133,-0.00029913584391276504,-0.0015136718749999833,-0.0006651067693989002
heavy_tailed,101,transformer_mdn4,extrapolated,0.615328154835449,0.2161188535787073,0.6119249131944444,0.971630631207368,0.0576318105061849,0.07493489583333332,0.00145224654139985,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339,-0.024707852049245416,0.005132359002958636,-0.1330023871527778,-0.19648303155115265,-0.4364013671875,-0.5622395833333332,-0.00033724304133405
heavy_tailed,202,edm,boundary,0.2686760622174279,0.004463413609905043,0.8809136284722222,0.741377421379859,0.04873975118001302,0.018945312499999967,0.00185753124969775,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,-0.0018610168062808685,0.0005124228933097597,0.0008138020833333703,0.005225765483048428,-0.005331993103027344,-0.037581380208333334,7.153733410330014e-05
heavy_tailed,202,edm,central,0.26310677323292003,0.0014698375637852397,0.8727756076388888,0.7177032379047962,0.04980341593424479,0.026627604166666628,0.0018624583341685,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.0008834022411142728,0.00040247904474808725,0.00773111979166663,0.028707833419250428,0.0007549921671549456,0.0016764322916666442,6.998177317044975e-05
heavy_tailed,202,edm,extrapolated,0.7845843737938222,0.3055534738271838,0.567355685763889,0.9647593098739584,0.3390932083129883,0.48100585937499996,0.00186071008283755,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,0.06678917529256312,0.035396038197174906,-0.16004774305555558,-0.3083316511727847,-0.18610000610351562,-0.17903645833333337,6.184637459230005e-05
heavy_tailed,202,flow,boundary,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy_tailed,202,flow,central,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy_tailed,202,flow,extrapolated,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy_tailed,202,gaussian_diag,boundary,0.2659562370454741,0.0023037559570816147,0.8772786458333334,0.7200280240387938,0.050220489501953125,0.035546874999999964,1.3193563063396141e-05,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,-0.004580841978234662,-0.001647234759513669,-0.002821180555555469,-0.016123631858016685,-0.003851254781087242,-0.02097981770833334,-0.0017728003525310538
heavy_tailed,202,gaussian_diag,central,0.26560109334284693,0.0011088477833441125,0.8974338107638888,0.77392309582185,0.04944960276285807,0.02566731770833329,1.4912311598891392e-05,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.003377722351041168,4.148926430696002e-05,0.03238932291666663,0.08492769133630429,0.00040117899576822685,0.0007161458333333065,-0.0017775642493991588
heavy_tailed,202,gaussian_diag,extrapolated,0.6023816298183158,0.19399182237370735,0.6721462673611112,1.031645368589188,0.14440377553304037,0.250732421875,1.4729166044465577e-05,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,-0.11541356868294328,-0.07616561325630153,-0.05525716145833337,-0.24144559245755515,-0.3807894388834635,-0.4093098958333333,-0.0017841345422007844
heavy_tailed,202,gaussian_rank2,boundary,0.26156636837570857,0.0010087918038020906,0.8694661458333334,0.7050991862452819,0.04958470662434896,0.029296874999999972,2.038716653866383e-05,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,-0.008970710648000202,-0.002942198912793193,-0.01063368055555547,-0.031052469651528636,-0.004487037658691406,-0.027229817708333333,-0.001765606749055786
heavy_tailed,202,gaussian_rank2,central,0.26455291448132984,0.0014284740708417887,0.8992784288194445,0.7912820433903724,0.04883511861165365,0.019335937499999966,2.298610343132168e-05,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.0023295434895240774,0.00036111555180463623,0.03423394097222232,0.1022866389048267,-0.0002133051554361956,-0.005615234375000017,-0.0017694904575667285
heavy_tailed,202,gaussian_rank2,extrapolated,0.5520009953474431,0.16880476480565407,0.8203396267361112,1.3728519432955497,0.13431580861409506,0.24565429687499998,2.3411436510893207e-05,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,-0.165794203153816,-0.10135267082435481,0.09293619791666663,0.09976098224880658,-0.3908774058024088,-0.41438802083333337,-0.0017754522717343567
heavy_tailed,202,gp_rbf,boundary,0.269981936951569,0.0009745253120362667,0.9249674479166666,0.9348653705432962,0.06052970886230469,0.10771484375,4.3364581263934575e-05,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,-0.0005551420721397471,-0.002976465404559017,0.04486762152777779,0.19871371464648568,0.006457964579264321,0.05118815104166669,-0.0017426293343305154
heavy_tailed,202,gp_rbf,central,0.2718848679602982,0.000999285562063479,0.9206271701388888,0.9257671437661865,0.05914624532063802,0.09599609375,2.7949623472522944e-05,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.009661496968492445,-6.807295697367345e-05,0.05558268229166663,0.23677173928064077,0.01009782155354818,0.07104492187500001,-0.0017645269375255272
heavy_tailed,202,gp_rbf,extrapolated,1.0113723112778128,0.7075464908530794,0.6739366319444445,1.8443302047159416,0.0496832529703776,0.030631510416666636,2.2453124984167516e-05,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,0.29357711277655374,0.43738905522307053,-0.053466796875,0.5712392436691984,-0.4755099614461263,-0.6294108072916667,-0.0017764105832610824
heavy_tailed,202,mdn4,boundary,0.261467010700986,0.0018906542203779811,0.8800184461805555,0.7328964281417919,0.04892889658610026,0.022835286458333316,0.0001404227708311,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,-0.00907006832272278,-0.0020603364962173028,-8.138020833337034e-05,-0.0032552277550186304,-0.005142847696940109,-0.033691406249999986,-0.00164557114476335
heavy_tailed,202,mdn4,central,0.26799337484680813,0.003276912860382348,0.8661295572916666,0.7169410380988029,0.049663543701171875,0.03245442708333333,0.00014259896003445,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.00577000385500237,0.002209554341345196,0.0010850694444444198,0.027945633613257193,0.0006151199340820312,0.007503255208333344,-0.0016498776009636002
heavy_tailed,202,mdn4,extrapolated,0.9185093440077683,0.4701040740547868,0.5445963541666666,1.0291255629160763,0.06610298156738281,0.09361979166666666,0.00013846006307469998,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,0.20071414550650923,0.19994663842477794,-0.1828070746527779,-0.24396539813066687,-0.4590902328491211,-0.5664225260416667,-0.00166040364517055
heavy_tailed,202,ridge,boundary,0.2717337705424729,0.005573872451244146,0.8993598090277778,0.8141483055864348,0.05595588684082031,0.07744140624999998,8.828123100101948e-06,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445,0.0011966915187641147,0.0016228817346488622,0.01925998263888895,0.07799664968962428,0.0018841425577799456,0.020914713541666678,-0.001777165792494348
heavy_tailed,202,ridge,central,0.26485139007299024,0.0015511737088813888,0.9081488715277778,0.8123764422746502,0.0505822499593099,0.03199869791666663,8.862831843240807e-06,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502,0.002628019081184485,0.0004838151898442363,0.04310438368055558,0.12338103778910448,0.0015338261922200544,0.007047526041666648,-0.0017836137291548093
heavy_tailed,202,ridge,extrapolated,1.4785383559132816,0.9476569474817667,0.573459201388889,0.8112333754512672,0.94921875,0.9499999999999998,1.3505208092586448e-05,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525,0.7607431574120226,0.6774995118517577,-0.15394422743055558,-0.46185758559547596,0.4240255355834961,0.2899576822916665,-0.0017853585001526636
